time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050109:1136,0,0,0,0,20.11,5.52,0
20050109:1236,0,0,0,0,19.29,5.38,0
20050109:1336,0,0,0,0,18.74,5.38,0
20050109:1436,0,0,0,0,18.23,5.31,0
20050109:1536,0,0,0,0,17.8,5.24,0
20050109:1636,0,0,0,0,17.38,4.76,0
20050109:1736,0,0,0,0,17.11,4.48,0
20050109:1836,0,0,0,0,16.87,4.48,0
20050109:1936,0,0,0,0,16.5,4.62,0
20050109:2036,0,0,0,0,16.22,4.69,0
20050109:2136,0,0,0,2.22,16.04,4.55,1
20050109:2236,0,18,0,14.08,16.71,4.76,0
20050109:2336,389,183,0,26.27,18.05,4.34,0
20050110:0036,437,181,0,38.89,19.97,3.59,0
20050110:0136,538,245,0,51.6,22.05,3.03,0
20050110:0236,903,111,0,64.12,23.86,3.03,0
20050110:0336,973,124,0,75.44,25.42,3.38,0
20050110:0436,995,125,0,79.62,26.5,4.34,0
20050110:0536,949,123,0,71.05,26.44,5.93,0
20050110:0636,824,131,0,58.99,25.09,6.55,0
20050110:0736,665,123,0,46.34,23.65,6.97,0
20050110:0836,516,79,0,33.64,22.29,6.62,0
20050110:0936,220,111,0,21.11,20.83,6.48,0
20050110:1036,68,51,0,8.94,19.25,5.45,0
20050110:1136,0,0,0,0,18,5.17,0
20050110:1236,0,0,0,0,17.09,5.31,0
20050110:1336,0,0,0,0,16.5,4.69,0
20050110:1436,0,0,0,0,16.08,3.86,0
20050110:1536,0,0,0,0,15.79,3.79,0
20050110:1636,0,0,0,0,15.69,3.93,0
20050110:1736,0,0,0,0,15.73,3.93,0
20050110:1836,0,0,0,0,16.11,4.14,0
20050110:1936,0,0,0,0,16.18,4,0
20050110:2036,0,0,0,0,16.29,3.79,0
20050110:2136,0,0,0,2.06,16.48,3.17,1
20050110:2236,37,105,0,13.93,17.7,3.86,0
20050110:2336,429,158,0,26.12,19.37,4.21,0
20050111:0036,573,94,0,38.74,21.56,4.48,0
20050111:0136,740,117,0,51.45,23.65,4.62,0
20050111:0236,902,110,0,63.97,25.65,4.41,0
20050111:0336,972,125,0,75.27,27.38,4,0
20050111:0436,995,124,0,79.49,28.71,3.66,0
20050111:0536,985,99,0,71.04,29.55,3.79,0
20050111:0636,856,110,0,59,29.6,4.34,0
20050111:0736,665,123,0,46.36,28.89,5.24,0
20050111:0836,453,120,0,33.66,27.17,6.14,0
20050111:0936,263,86,0,21.12,24.69,6.34,0
20050111:1036,85,41,0,8.94,22.36,5.66,0
20050111:1136,0,0,0,0,20.67,4.69,0
20050111:1236,0,0,0,0,19.82,4.07,0
20050111:1336,0,0,0,0,19.33,3.86,0
20050111:1436,0,0,0,0,18.9,3.59,0
20050111:1536,0,0,0,0,18.52,3.31,0
20050111:1636,0,0,0,0,18.19,3.24,0
20050111:1736,0,0,0,0,17.87,3.24,0
20050111:1836,0,0,0,0,17.53,3.03,0
20050111:1936,0,0,0,0,17.23,2.76,0
20050111:2036,0,0,0,0,16.93,2.69,0
20050111:2136,0,0,0,1.9,16.84,2.48,1
20050111:2236,1,76,0,13.78,19,2.34,0
20050111:2336,454,140,0,25.97,22.2,2.34,0
20050112:0036,550,107,0,38.59,25.37,1.86,0
20050112:0136,738,117,0,51.31,28.15,2,0
20050112:0236,867,133,0,63.81,30.19,1.93,0
20050112:0336,971,124,0,75.09,31.64,1.93,0
20050112:0436,975,137,0,79.36,32.75,3.24,0
20050112:0536,949,123,0,71.01,32.88,5.17,0
20050112:0636,824,131,0,59.01,31.17,6.28,0
20050112:0736,704,97,0,46.37,29.55,6.69,0
20050112:0836,517,79,0,33.67,27.79,6.69,0
20050112:0936,289,70,0,21.13,26.01,6.28,0
20050112:1036,85,41,0,8.94,24.05,5.38,0
20050112:1136,0,0,0,0,22.31,4.62,0
20050112:1236,0,0,0,0,21.1,4.28,0
20050112:1336,0,0,0,0,20.21,3.79,0
20050112:1436,0,0,0,0,19.5,3.45,0
20050112:1536,0,0,0,0,18.91,3.59,0
20050112:1636,0,0,0,0,18.32,3.93,0
20050112:1736,0,0,0,0,17.75,4.07,0
20050112:1836,0,0,0,0,17.01,4.28,0
20050112:1936,0,0,0,0,16.66,4.41,0
20050112:2036,0,0,0,0,16.58,4,0
20050112:2136,0,0,0,1.74,16.69,3.79,1
20050112:2236,0,18,0,13.62,17.86,4.34,0
20050112:2336,0,55,0,25.82,19.62,5.31,0
20050113:0036,0,121,0,38.45,21.36,4.69,0
20050113:0136,359,338,0,51.16,23.14,4.69,0
20050113:0236,389,409,0,63.65,24.7,5.1,0
20050113:0336,765,257,0,74.91,26.43,5.45,0
20050113:0436,751,280,0,79.22,27.74,5.79,0
20050113:0536,861,181,0,70.98,28.62,6.14,0
20050113:0636,778,161,0,59.01,28.65,6.41,0
20050113:0736,641,139,0,46.38,28.59,6.69,0
20050113:0836,471,109,0,33.68,27.97,6.69,0
20050113:0936,264,85,0,21.13,26.93,6.28,0
20050113:1036,84,42,0,8.93,25.37,5.38,0
20050113:1136,0,0,0,0,23.59,5.38,0
20050113:1236,0,0,0,0,22,5.52,0
20050113:1336,0,0,0,0,20.46,5.66,0
20050113:1436,0,0,0,0,19.03,5.72,0
20050113:1536,0,0,0,0,17.71,5.79,0
20050113:1636,0,0,0,0,16.56,5.79,0
20050113:1736,0,0,0,0,15.59,5.66,0
20050113:1836,0,0,0,0,14.51,5.24,0
20050113:1936,0,0,0,0,13.88,5.1,0
20050113:2036,0,0,0,0,13.41,4.9,0
20050113:2136,0,0,0,1.57,13.26,4.28,1
20050113:2236,35,101,0,13.46,14.17,5.38,0
20050113:2336,415,161,0,25.67,15.88,5.72,0
20050114:0036,515,127,0,38.3,18.06,5.45,0
20050114:0136,707,134,0,51.01,20.35,5.17,0
20050114:0236,864,132,0,63.5,22.61,4.83,0
20050114:0336,951,136,0,74.73,24.63,4.48,0
20050114:0436,993,124,0,79.06,26.35,4.34,0
20050114:0536,948,124,0,70.95,27.67,4.41,0
20050114:0636,856,110,0,59.01,28.21,4.69,0
20050114:0736,679,114,0,46.39,28.57,5.1,0
20050114:0836,471,109,0,33.68,28.42,5.31,0
20050114:0936,264,85,0,21.13,27.71,5.1,0
20050114:1036,67,51,0,8.91,26.25,4.07,0
20050114:1136,0,0,0,0,24.37,3.59,0
20050114:1236,0,0,0,0,23.06,3.66,0
20050114:1336,0,0,0,0,22.07,4,0
20050114:1436,0,0,0,0,21.13,4.41,0
20050114:1536,0,0,0,0,20.16,4.83,0
20050114:1636,0,0,0,0,19.11,5.03,0
20050114:1736,0,0,0,0,18.05,5.1,0
20050114:1836,0,0,0,0,16.53,4.97,0
20050114:1936,0,0,0,0,15.77,4.97,0
20050114:2036,0,0,0,0,15.17,4.83,0
20050114:2136,0,0,0,1.41,14.9,4.55,1
20050114:2236,107,73,0,13.3,15.85,5.38,0
20050114:2336,493,111,0,25.51,17.64,5.79,0
20050115:0036,553,100,0,38.15,19.84,5.52,0
20050115:0136,746,107,0,50.86,22.14,5.1,0
20050115:0236,862,133,0,63.33,24.39,4.62,0
20050115:0336,968,124,0,74.54,26.39,4.34,0
20050115:0436,992,124,0,78.91,28,4.28,0
20050115:0536,930,135,0,70.9,29.14,4.14,0
20050115:0636,856,110,0,59,29.98,4.62,0
20050115:0736,679,114,0,46.39,30.26,4.83,0
20050115:0836,454,120,0,33.68,30.05,4.97,0
20050115:0936,290,69,0,21.12,29.37,5.03,0
20050115:1036,84,42,0,8.89,28.02,4.14,0
20050115:1136,0,0,0,0,26.18,4.07,0
20050115:1236,0,0,0,0,24.88,4.83,0
20050115:1336,0,0,0,0,23.46,5.93,0
20050115:1436,0,0,0,0,21.74,6.55,0
20050115:1536,0,0,0,0,20.2,6.62,0
20050115:1636,0,0,0,0,18.97,6.69,0
20050115:1736,0,0,0,0,17.95,6.62,0
20050115:1836,0,0,0,0,16.54,6.55,0
20050115:1936,0,0,0,0,15.96,6.69,0
20050115:2036,0,0,0,0,15.59,6.83,0
20050115:2136,0,0,0,1.24,15.52,6.62,1
20050115:2236,121,64,0,13.14,16.6,7.03,0
20050115:2336,463,128,0,25.36,18.9,7.59,0
20050116:0036,551,100,0,37.99,21.75,7.38,0
20050116:0136,744,107,0,50.7,24.54,6.9,0
20050116:0236,910,99,0,63.17,27.09,6.28,0
20050116:0336,985,112,0,74.35,29.32,5.72,0
20050116:0436,1010,112,0,78.74,31.03,5.24,0
20050116:0536,947,124,0,70.85,32.23,4.9,0
20050116:0636,856,109,0,58.99,32.58,5.24,0
20050116:0736,704,98,0,46.38,32.92,5.17,0
20050116:0836,518,78,0,33.67,32.73,4.97,0
20050116:0936,289,70,0,21.1,32.15,4.62,0
20050116:1036,82,43,0,8.86,30.91,3.66,0
20050116:1136,0,0,0,0,28.94,3.38,0
20050116:1236,0,0,0,0,27.33,3.66,0
20050116:1336,0,0,0,0,26,3.86,0
20050116:1436,0,0,0,0,24.95,4.21,0
20050116:1536,0,0,0,0,24.12,4.48,0
20050116:1636,0,0,0,0,23.5,4.76,0
20050116:1736,0,0,0,0,23.19,5.31,0
20050116:1836,0,0,0,0,22.66,5.66,0
20050116:1936,0,0,0,0,22.5,5.72,0
20050116:2036,0,0,0,0,22.36,5.79,0
20050116:2136,0,0,0,1.06,22.35,5.79,1
20050116:2236,45,95,0,12.98,23.86,5.31,0
20050116:2336,426,149,0,25.2,26.4,6.21,0
20050117:0036,528,113,0,37.84,29.18,6.41,0
20050117:0136,701,134,0,50.55,31.85,5.86,0
20050117:0236,472,365,0,63.01,34.23,5.17,0
20050117:0336,22,450,0,74.15,36.18,4.21,0
20050117:0436,1,361,0,78.56,37.5,2.97,0
20050117:0536,5,383,0,70.79,38.24,1.86,0
20050117:0636,509,324,0,58.97,38.5,1.1,0
20050117:0736,140,381,0,46.37,38.49,2.34,0
20050117:0836,45,278,0,33.66,37.47,3.59,0
20050117:0936,11,156,0,21.09,34.51,3.79,0
20050117:1036,9,61,0,8.83,31.93,3.72,0
20050117:1136,0,0,0,0,29.75,2.9,0
20050117:1236,0,0,0,0,27.94,2.55,0
20050117:1336,0,0,0,0,26.3,2.41,0
20050117:1436,0,0,0,0,25.44,2.28,0
20050117:1536,0,0,0,0,24.86,1.1,0
20050117:1636,0,0,0,0,23.54,3.17,0
20050117:1736,0,0,0,0,22.19,3.38,0
20050117:1836,0,0,0,0,21.36,3.1,0
20050117:1936,0,0,0,0,20.66,3.24,0
20050117:2036,0,0,0,0,19.99,3.86,0
20050117:2136,0,0,0,0.89,19.34,4.34,1
20050117:2236,41,62.4,0,12.82,19.8,4.76,1
20050117:2336,0,95,0,25.04,20.94,5.1,0
20050118:0036,255,266,0,37.69,22.42,5.45,0
20050118:0136,646,168,0,50.39,24.28,5.66,0
20050118:0236,857,133,0,62.84,26.02,5.66,0
20050118:0336,946,136,0,73.95,27.66,5.38,0
20050118:0436,971,137,0,78.38,28.7,5.86,0
20050118:0536,929,135,0,70.72,29.19,6.21,0
20050118:0636,823,131,0,58.94,29.59,6.69,0
20050118:0736,640,139,0,46.36,29.32,6.76,0
20050118:0836,453,120,0,33.65,28.88,6.55,0
20050118:0936,244,97,0,21.06,27.96,6.41,0
20050118:1036,65,51,0,8.79,26.49,5.72,0
20050118:1136,0,0,0,0,24.87,5.66,0
20050118:1236,0,0,0,0,23.42,5.59,0
20050118:1336,0,0,0,0,21.99,5.52,0
20050118:1436,0,0,0,0,20.6,5.38,0
20050118:1536,0,0,0,0,19.31,5.1,0
20050118:1636,0,0,0,0,18.13,4.97,0
20050118:1736,0,0,0,0,17.06,5.03,0
20050118:1836,0,0,0,0,15.89,5.03,0
20050118:1936,0,0,0,0,14.92,4.97,0
20050118:2036,0,0,0,0,14.14,4.83,0
20050118:2136,0,0,0,0.71,13.64,4.76,1
20050118:2236,116,61,0,12.65,14.31,5.66,0
20050118:2336,502,97,0,24.88,16.04,5.59,0
20050119:0036,533,106,0,37.53,18.45,5.24,0
20050119:0136,765,88,0,50.24,20.98,4.83,0
20050119:0236,872,121,0,62.67,23.4,4.21,0
20050119:0336,963,124,0,73.75,25.54,3.45,0
20050119:0436,1008,111,0,78.19,27.31,2.76,0
20050119:0536,982,99,0,70.64,28.61,2.28,0
20050119:0636,777,161,0,58.91,28.84,2.9,0
20050119:0736,628,147,0,46.34,29.27,3.31,0
20050119:0836,471,109,0,33.62,29.12,3.66,0
20050119:0936,263,85,0,21.03,27.85,3.93,0
20050119:1036,63,52,0,8.75,26.06,3.31,0
20050119:1136,0,0,0,0,24.36,2.76,0
20050119:1236,0,0,0,0,23.18,2.34,0
20050119:1336,0,0,0,0,22.16,2.21,0
20050119:1436,0,0,0,0,21.22,2.41,0
20050119:1536,0,0,0,0,20.52,2.97,0
20050119:1636,0,0,0,0,19.89,3.59,0
20050119:1736,0,0,0,0,19.21,4.14,0
20050119:1836,0,0,0,0,17.77,4.14,0
20050119:1936,0,0,0,0,16.97,4.28,0
20050119:2036,0,0,0,0,16.37,4.14,0
20050119:2136,0,0,0,0,16.03,4.07,0
20050119:2236,110,62,0,12.48,17.33,4.21,0
20050119:2336,490,104,0,24.72,19.93,4.14,0
20050120:0036,551,93,0,37.38,23.02,3.59,0
20050120:0136,735,107,0,50.08,25.72,2.55,0
20050120:0236,870,121,0,62.5,27.57,1.72,0
20050120:0336,980,111,0,73.54,29.02,2,0
20050120:0436,1026,98,0,77.99,30.1,2.76,0
20050120:0536,945,124,0,70.56,30.63,3.72,0
20050120:0636,854,110,0,58.87,30.52,4.9,0
20050120:0736,678,114,0,46.31,29.97,5.24,0
20050120:0836,498,91,0,33.6,28.54,6.07,0
20050120:0936,283,72,0,21,25.92,6.41,0
20050120:1036,63,51,0,8.7,23.54,5.31,0
20050120:1136,0,0,0,0,21.85,4.55,0
20050120:1236,0,0,0,0,20.94,4.07,0
20050120:1336,0,0,0,0,20.46,3.45,0
20050120:1436,0,0,0,0,20.09,3.1,0
20050120:1536,0,0,0,0,19.77,3.17,0
20050120:1636,0,0,0,0,19.7,3.31,0
20050120:1736,0,0,0,0,19.68,3.86,0
20050120:1836,0,0,0,0,18.73,3.79,0
20050120:1936,0,0,0,0,17.91,3.79,0
20050120:2036,0,0,0,0,17.22,3.93,0
20050120:2136,0,0,0,0,16.81,4.14,0
20050120:2236,99,67,0,12.31,17.89,4.28,0
20050120:2336,451,127,0,24.56,20.33,4.28,0
20050121:0036,528,106,0,37.22,23.32,3.59,0
20050121:0136,733,107,0,49.92,26.29,2.48,0
20050121:0236,852,132,0,62.32,28.66,1.45,0
20050121:0336,961,123,0,73.33,30.39,2.14,0
20050121:0436,914,172,0,77.78,31.37,3.45,0
20050121:0536,892,158,0,70.46,31.75,4.41,0
20050121:0636,822,131,0,58.82,31.41,5.17,0
20050121:0736,664,123,0,46.28,30.7,5.66,0
20050121:0836,497,91,0,33.56,29.17,6.14,0
20050121:0936,257,88,0,20.96,26.92,5.93,0
20050121:1036,75,45,0,8.65,24.63,4.9,0
20050121:1136,0,0,0,0,22.84,4.34,0
20050121:1236,0,0,0,0,21.81,3.86,0
20050121:1336,0,0,0,0,21.23,3.38,0
20050121:1436,0,0,0,0,20.88,3.03,0
20050121:1536,0,0,0,0,20.73,2.97,0
20050121:1636,0,0,0,0,20.72,3.1,0
20050121:1736,0,0,0,0,20.55,3.45,0
20050121:1836,0,0,0,0,19.75,4.07,0
20050121:1936,0,0,0,0,19.01,4.41,0
20050121:2036,0,0,0,0,18.33,4.69,0
20050121:2136,0,0,0,0,17.94,4.76,0
20050121:2236,93,68,0,12.14,19.1,4.83,0
20050121:2336,449,126,0,24.4,21.57,4.97,0
20050122:0036,506,118,0,37.06,24.7,4.21,0
20050122:0136,690,134,0,49.76,27.75,3.17,0
20050122:0236,867,121,0,62.15,30.53,2.34,0
20050122:0336,977,112,0,73.11,32.69,2.07,0
20050122:0436,861,206,0,77.57,34.18,2.41,0
20050122:0536,209,504,0,70.36,34.94,3.1,0
20050122:0636,9,364,0,58.77,34.47,4.34,0
20050122:0736,392,285,0,46.24,33.97,5.03,0
20050122:0836,443,125,0,33.53,33.04,5.24,0
20050122:0936,256,88,0,20.91,31.39,5.17,0
20050122:1036,75,44,0,8.59,29.05,4.41,0
20050122:1136,0,0,0,0,27.32,4,0
20050122:1236,0,0,0,0,26.73,3.45,0
20050122:1336,0,0,0,0,26.52,3.31,0
20050122:1436,0,0,0,0,26.63,3.93,0
20050122:1536,0,0,0,0,26.6,4.9,0
20050122:1636,0,0,0,0,25.88,5.79,0
20050122:1736,0,0,0,0,24.66,6.21,0
20050122:1836,0,0,0,0,23.42,6,0
20050122:1936,0,0,0,0,22.65,5.93,0
20050122:2036,0,0,0,0,22.02,6,0
20050122:2136,0,0,0,0,21.61,6.07,0
20050122:2236,51,84,0,11.97,22.57,5.52,0
20050122:2336,413,146,0,24.23,25.08,6.28,0
20050123:0036,484,131,0,36.9,28.2,6,0
20050123:0136,688,133,0,49.6,31.57,5.17,0
20050123:0236,881,110,0,61.97,34.6,4.07,0
20050123:0336,922,147,0,72.9,36.92,2.55,0
