time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050105:1636,0,0,0,0,16.53,4.69,0
20050105:1736,0,0,0,0,15.62,4.55,0
20050105:1836,0,0,0,0,14.68,4.55,0
20050105:1936,0,0,0,0,14.3,4.41,0
20050105:2036,0,0,0,0,14.13,4.34,0
20050105:2136,0,2,0,3.44,14.35,4.21,0
20050105:2236,3,89,0,15.12,16.06,4.34,0
20050105:2336,530,95,0,27.14,19,4.34,0
20050106:0036,621,61,0,39.58,22.28,3.93,0
20050106:0136,806,65,0,52.1,25.59,3.17,0
20050106:0236,905,96,0,64.36,28.5,2,0
20050106:0336,971,110,0,75.21,30.73,0.55,0
20050106:0436,918,158,0,78.72,32.27,0.28,0
20050106:0536,875,155,0,70.39,33.34,0.9,0
20050106:0636,687,204,0,58.59,33.69,2,0
20050106:0736,703,85,0,46.14,33.65,2.34,0
20050106:0836,307,199,0,33.63,33.05,2.83,0
20050106:0936,125,157,0,21.3,31.82,3.03,0
20050106:1036,71,53,0,9.34,30.03,2.83,0
20050106:1136,0,0,0,0,27.83,2.76,0
20050106:1236,0,0,0,0,26.1,2.48,0
20050106:1336,0,0,0,0,24.74,2.34,0
20050106:1436,0,0,0,0,23.59,2.55,0
20050106:1536,0,0,0,0,22.5,2.48,0
20050106:1636,0,0,0,0,21.38,1.93,0
20050106:1736,0,0,0,0,20.21,0.97,0
20050106:1836,0,0,0,0,18.8,0.83,0
20050106:1936,0,0,0,0,17.86,1.52,0
20050106:2036,0,0,0,0,16.74,1.38,0
20050106:2136,0,2,0,3.29,16.19,1.31,0
20050106:2236,0,20,0,14.98,18.77,1.31,0
20050106:2336,0,56,0,27,21.35,2.34,0
20050107:0036,0,143,0,39.44,23.52,2.97,0
20050107:0136,235,386,0,51.96,25.42,3.52,0
20050107:0236,550,318,0,64.21,26.8,4.21,0
20050107:0336,279,491,0,75.05,27.35,4.83,0
20050107:0436,643,329,0,78.62,27.36,5.03,0
20050107:0536,745,239,0,70.39,27.21,4.9,0
20050107:0636,760,158,0,58.62,27.57,4.28,0
20050107:0736,665,111,0,46.18,27.12,4,0
20050107:0836,456,111,0,33.67,26.3,3.79,0
20050107:0936,281,73,0,21.33,25.03,3.59,0
20050107:1036,85,46,0,9.35,23.36,3.03,0
20050107:1136,0,0,0,0,21.61,2.97,0
20050107:1236,0,0,0,0,20.09,2.97,0
20050107:1336,0,0,0,0,18.68,2.9,0
20050107:1436,0,0,0,0,17.43,2.69,0
20050107:1536,0,0,0,0,16.41,2.48,0
20050107:1636,0,0,0,0,15.65,2.34,0
20050107:1736,0,0,0,0,15.13,2.28,0
20050107:1836,0,0,0,0,15.03,2.34,0
20050107:1936,0,0,0,0,15.05,2.41,0
20050107:2036,0,0,0,0,14.84,2.28,0
20050107:2136,0,2,0,3.14,14.99,2.34,0
20050107:2236,0,19,0,14.83,15.84,3.03,0
20050107:2336,238,259,0,26.85,17.63,2.9,0
20050108:0036,490,144,0,39.3,19.9,2.69,0
20050108:0136,676,150,0,51.81,22.51,2.48,0
20050108:0236,919,85,0,64.06,24.86,2.21,0
20050108:0336,988,97,0,74.89,26.78,2,0
20050108:0436,882,181,0,78.52,28.25,1.86,0
20050108:0536,824,189,0,70.38,29.21,1.59,0
20050108:0636,821,118,0,58.64,29.71,1.17,0
20050108:0736,704,85,0,46.21,29.75,1.1,0
20050108:0836,493,87,0,33.69,29.24,1.38,0
20050108:0936,0,67,0,21.35,28.51,1.45,0
20050108:1036,9,65,0,9.36,27.45,1.24,0
20050108:1136,0,0,0,0,26.04,1.52,0
20050108:1236,0,0,0,0,24.69,2.07,0
20050108:1336,0,0,0,0,23.58,2.55,0
20050108:1436,0,0,0,0,22.65,3.17,0
20050108:1536,0,0,0,0,21.55,3.45,0
20050108:1636,0,0,0,0,20.73,3.59,0
20050108:1736,0,0,0,0,19.97,3.45,0
20050108:1836,0,0,0,0,19.17,3.1,0
20050108:1936,0,0,0,0,18.53,2.9,0
20050108:2036,0,0,0,0,18.15,2.83,0
20050108:2136,0,2,0,2.99,18.02,2.62,0
20050108:2236,0,65,0,14.68,19.64,2.69,0
20050108:2336,21,271,0,26.71,22.24,2.69,0
20050109:0036,187,299,0,39.15,25.34,2.41,0
20050109:0136,701,132,0,51.67,28.08,2.55,0
20050109:0236,771,182,0,63.91,29.69,3.03,0
20050109:0336,915,145,0,74.73,30.65,3.66,0
20050109:0436,934,147,0,78.41,31.27,4.21,0
20050109:0536,909,133,0,70.37,30.48,4.76,0
20050109:0636,520,304,0,58.66,30.23,4.83,0
20050109:0736,91,376,0,46.23,28.47,4.76,0
20050109:0836,0,153,0,33.72,27.03,4.55,0
20050109:0936,0,76,0,21.37,25.32,4.28,0
20050109:1036,12,68,0,9.37,23.19,3.72,0
20050109:1136,0,0,0,0,21.21,3.52,0
20050109:1236,0,0,0,0,19.61,3.38,0
20050109:1336,0,0,0,0,18.31,3.24,0
20050109:1436,0,0,0,0,17.26,3.31,0
20050109:1536,0,0,0,0,16.45,2.97,0
20050109:1636,0,0,0,0,15.85,2.83,0
20050109:1736,0,0,0,0,15.3,2.62,0
20050109:1836,0,0,0,0,14.69,2.48,0
20050109:1936,0,0,0,0,14.25,2.21,0
20050109:2036,0,0,0,0,13.78,1.79,0
20050109:2136,7,9.9,0,2.83,13.58,1.03,0
20050109:2236,0,19,0,14.53,15.27,1.1,0
20050109:2336,0,55,0,26.56,17.35,2.34,0
20050110:0036,128,313,0,39.01,19.13,2.48,0
20050110:0136,371,325,0,51.52,20.9,2,0
20050110:0236,681,238,0,63.76,22.77,1.79,0
20050110:0336,968,109,0,74.56,24.38,2.48,0
20050110:0436,989,110,0,78.29,25.24,3.59,0
20050110:0536,944,109,0,70.35,25.14,4.41,0
20050110:0636,853,96,0,58.67,24.44,4.62,0
20050110:0736,679,102,0,46.25,23.38,4.9,0
20050110:0836,476,99,0,33.74,21.95,4.76,0
20050110:0936,288,69,0,21.38,20.54,4.14,0
20050110:1036,85,47,0,9.37,18.62,4,0
20050110:1136,0,0,0,0,16.97,3.24,0
20050110:1236,0,0,0,0,15.94,2.83,0
20050110:1336,0,0,0,0,15.25,2.55,0
20050110:1436,0,0,0,0,14.84,2.48,0
20050110:1536,0,0,0,0,14.79,2.41,0
20050110:1636,0,0,0,0,14.88,2.28,0
20050110:1736,0,0,0,0,15.03,2.21,0
20050110:1836,0,0,0,0,15.62,2.28,0
20050110:1936,0,0,0,0,15.7,1.93,0
20050110:2036,0,0,0,0,15.23,1.45,0
20050110:2136,1,0,0,2.67,14.92,1.31,1
20050110:2236,0,19,0,14.38,16.56,2.41,0
20050110:2336,5,234,0,26.41,17.58,2.48,0
20050111:0036,226,282,0,38.86,19.04,2.07,0
20050111:0136,583,204,0,51.37,20.75,1.79,0
20050111:0236,848,130,0,63.6,22.86,1.72,0
20050111:0336,966,110,0,74.38,24.78,1.79,0
20050111:0436,988,110,0,78.16,26.31,1.86,0
20050111:0536,944,109,0,70.32,27.37,1.93,0
20050111:0636,853,96,0,58.67,28.28,2.21,0
20050111:0736,666,111,0,46.27,28.06,2.9,0
20050111:0836,476,99,0,33.75,27.07,3.52,0
20050111:0936,267,83,0,21.38,25.55,3.86,0
20050111:1036,85,47,0,9.37,23.61,3.38,0
20050111:1136,0,0,0,0,21.66,3.17,0
20050111:1236,0,0,0,0,20.1,2.76,0
20050111:1336,0,0,0,0,18.69,2.55,0
20050111:1436,0,0,0,0,17.36,2.14,0
20050111:1536,0,0,0,0,16.2,2,0
20050111:1636,0,0,0,0,15.21,1.79,0
20050111:1736,0,0,0,0,14.45,1.72,0
20050111:1836,0,0,0,0,13.6,2,0
20050111:1936,0,0,0,0,13.05,1.86,0
20050111:2036,0,0,0,0,12.69,1.72,0
20050111:2136,1,0,0,2.51,12.61,1.59,1
20050111:2236,92,89,0,14.22,15.3,1.1,0
20050111:2336,555,69,0,26.25,19.23,1.03,0
20050112:0036,595,69,0,38.71,22.76,0.41,0
20050112:0136,794,65,0,51.22,25.39,0.21,0
20050112:0236,896,96,0,63.44,27.65,1.1,0
20050112:0336,965,110,0,74.2,29.28,2.34,0
20050112:0436,969,122,0,78.02,29.92,3.38,0
20050112:0536,961,97,0,70.29,29.76,3.93,0
20050112:0636,869,86,0,58.68,28.92,4.21,0
20050112:0736,705,85,0,46.28,28.17,4.21,0
20050112:0836,513,75,0,33.76,27.24,4.07,0
20050112:0936,288,70,0,21.39,26.01,3.72,0
20050112:1036,85,47,0,9.36,24.17,3.03,0
20050112:1136,0,0,0,0,22.13,2.76,0
20050112:1236,0,0,0,0,20.44,2.41,0
20050112:1336,0,0,0,0,19.08,2.34,0
20050112:1436,0,0,0,0,17.92,2.34,0
20050112:1536,0,0,0,0,16.88,2.34,0
20050112:1636,0,0,0,0,15.96,2.48,0
20050112:1736,0,0,0,0,15.24,2.69,0
20050112:1836,0,0,0,0,14.78,2.48,0
20050112:1936,0,0,0,0,14.96,2.41,0
20050112:2036,0,0,0,0,15.32,2.62,0
20050112:2136,1,0,0,2.35,16.01,2.76,1
20050112:2236,0,18,0,14.07,17.22,3.79,0
20050112:2336,0,55,0,26.1,17.4,4.41,0
20050113:0036,2,222,0,38.56,17.87,4.69,0
20050113:0136,174,396,0,51.07,18.65,4.9,0
20050113:0236,766,181,0,63.28,19.92,4.97,0
20050113:0336,520,382,0,74.02,21.28,4.97,0
20050113:0436,932,146,0,77.88,22.3,5.03,0
20050113:0536,943,109,0,70.25,22.94,5.03,0
20050113:0636,647,229,0,58.67,23.23,5.1,0
20050113:0736,666,111,0,46.28,22.76,5.24,0
20050113:0836,476,99,0,33.76,21.82,5.24,0
20050113:0936,267,83,0,21.38,20.41,5.17,0
20050113:1036,85,47,0,9.34,18.58,4.69,0
20050113:1136,0,0,0,0,16.85,4.76,0
20050113:1236,0,0,0,0,15.39,4.62,0
20050113:1336,0,0,0,0,14.25,4.48,0
20050113:1436,0,0,0,0,13.36,4.21,0
20050113:1536,0,0,0,0,12.66,4,0
20050113:1636,0,0,0,0,12.13,3.86,0
20050113:1736,0,0,0,0,11.71,3.72,0
20050113:1836,0,0,0,0,11.01,3.31,0
20050113:1936,0,0,0,0,10.73,3.17,0
20050113:2036,0,0,0,0,10.44,2.9,0
20050113:2136,0,0,0,2.18,10.46,2.83,1
20050113:2236,0,18,0,13.91,12.08,2.9,0
20050113:2336,213,262,0,25.94,14.18,4.34,0
20050114:0036,469,147,0,38.4,16.16,4.34,0
20050114:0136,705,122,0,50.91,18.23,4.07,0
20050114:0236,859,119,0,63.11,20.24,3.86,0
20050114:0336,945,122,0,73.83,22.04,3.72,0
20050114:0436,968,122,0,77.73,23.5,3.66,0
20050114:0536,943,109,0,70.2,24.67,3.66,0
20050114:0636,821,118,0,58.66,25.07,3.86,0
20050114:0736,679,103,0,46.28,25.22,4.07,0
20050114:0836,476,99,0,33.76,24.68,4.41,0
20050114:0936,267,83,0,21.37,23.52,4.69,0
20050114:1036,85,46,0,9.32,21.71,4.14,0
20050114:1136,0,0,0,0,19.64,4.41,0
20050114:1236,0,0,0,0,17.86,4.28,0
20050114:1336,0,0,0,0,16.43,4.14,0
20050114:1436,0,0,0,0,15.31,3.86,0
20050114:1536,0,0,0,0,14.53,3.59,0
20050114:1636,0,0,0,0,13.87,3.31,0
20050114:1736,0,0,0,0,13.36,3.17,0
20050114:1836,0,0,0,0,12.3,2.9,0
20050114:1936,0,0,0,0,11.88,2.76,0
20050114:2036,0,0,0,0,11.58,2.76,0
20050114:2136,0,0,0,2.01,11.63,2.83,1
20050114:2236,0,31,0,13.74,13.25,3.1,0
20050114:2336,267,236,0,25.79,15.12,4.14,0
20050115:0036,505,123,0,38.25,17,4.07,0
20050115:0136,730,105,0,50.76,19.05,4.07,0
20050115:0236,891,96,0,62.95,20.99,4.14,0
20050115:0336,980,97,0,73.64,22.7,4.21,0
20050115:0436,1004,97,0,77.56,24.13,4.14,0
20050115:0536,960,97,0,70.14,25.27,4.07,0
20050115:0636,869,85,0,58.64,26.38,4.21,0
20050115:0736,679,103,0,46.27,26.55,4.41,0
20050115:0836,494,88,0,33.75,26.09,4.69,0
20050115:0936,288,69,0,21.36,25.11,4.9,0
20050115:1036,98,39,0,9.29,23.56,4.41,0
20050115:1136,0,0,0,0,21.68,4.83,0
20050115:1236,0,0,0,0,19.84,5.17,0
20050115:1336,0,0,0,0,18.05,5.17,0
20050115:1436,0,0,0,0,16.5,4.97,0
20050115:1536,0,0,0,0,15.27,4.83,0
20050115:1636,0,0,0,0,14.36,4.69,0
20050115:1736,0,0,0,0,13.67,4.62,0
20050115:1836,0,0,0,0,12.82,4.62,0
20050115:1936,0,0,0,0,12.48,4.55,0
20050115:2036,0,0,0,0,12.23,4.55,0
20050115:2136,0,0,0,1.84,12.28,4.69,1
20050115:2236,0,59,0,13.58,13.6,4.97,0
20050115:2336,351,189,0,25.63,15.85,5.38,0
20050116:0036,543,96,0,38.09,18.44,5.1,0
20050116:0136,742,95,0,50.6,21.15,4.62,0
20050116:0236,872,108,0,62.78,23.76,4.14,0
20050116:0336,960,110,0,73.44,26.05,3.72,0
20050116:0436,984,110,0,77.39,27.83,3.38,0
20050116:0536,960,96,0,70.08,29.13,3.31,0
20050116:0636,821,117,0,58.62,29.81,3.59,0
20050116:0736,629,135,0,46.26,30.02,3.79,0
20050116:0836,407,143,0,33.74,29.67,3.86,0
20050116:0936,176,134,0,21.34,28.88,3.79,0
20050116:1036,58,59,0,9.26,27.51,3.17,0
20050116:1136,0,0,0,0,25.56,2.9,0
20050116:1236,0,0,0,0,24.09,2.9,0
20050116:1336,0,0,0,0,22.83,3.03,0
20050116:1436,0,0,0,0,21.42,3.72,0
20050116:1536,0,0,0,0,19.62,4.14,0
20050116:1636,0,0,0,0,18.32,4.07,0
20050116:1736,0,0,0,0,17.6,4,0
20050116:1836,0,0,0,0,16.72,3.93,0
20050116:1936,0,0,0,0,16.56,3.86,0
20050116:2036,0,0,0,0,16.7,3.72,0
20050116:2136,0,0,0,1.67,17.17,3.66,1
20050116:2236,56,94,0,13.41,19.55,3.17,0
20050116:2336,131,285,0,25.47,23.27,3.93,0
20050117:0036,320,228,0,37.94,26.62,3.93,0
20050117:0136,549,217,0,50.44,29.65,3.38,0
20050117:0236,701,218,0,62.61,32.28,2.76,0
20050117:0336,725,261,0,73.24,34.07,1.86,0
20050117:0436,728,274,0,77.22,35.29,1.59,0
20050117:0536,682,275,0,70,36.09,1.93,0
20050117:0636,659,222,0,58.59,36.11,1.66,0
20050117:0736,629,135,0,46.24,36.13,2.69,0
20050117:0836,423,133,0,33.72,33.2,3.66,0
20050117:0936,205,119,0,21.31,30.69,2.83,0
20050117:1036,8,64,0,9.23,28.04,1.79,0
20050117:1136,0,0,0,0,26.59,1.45,0
20050117:1236,0,0,0,0,24.93,1.93,0
20050117:1336,0,0,0,0,22.91,1.93,0
20050117:1436,0,0,0,0,22.09,0.62,0
20050117:1536,0,0,0,0,21.28,1.79,0
20050117:1636,0,0,0,0,20.39,2,0
20050117:1736,0,0,0,0,19.11,2.28,0
20050117:1836,0,0,0,0,17.79,2.76,0
20050117:1936,0,0,0,0,16.69,3.03,0
20050117:2036,0,0,0,0,16.21,3.31,0
20050117:2136,0,0,0,1.49,15.84,3.31,1
20050117:2236,3.4,26.3,0,13.25,16.71,4.28,1
20050117:2336,26,267,0,25.3,17.8,4.28,0
20050118:0036,207,280,0,37.78,19.78,4.41,0
20050118:0136,697,122,0,50.28,21.17,4.28,0
20050118:0236,885,97,0,62.43,22.84,4.34,0
20050118:0336,958,109,0,73.04,24.04,4.41,0
20050118:0436,1058,58,0,77.03,25,4.48,0
20050118:0536,958,97,0,69.92,25.47,4.83,0
20050118:0636,868,85,0,58.55,25.08,5.24,0
20050118:0736,678,103,0,46.22,24.43,5.45,0
20050118:0836,512,75,0,33.7,23.34,5.52,0
20050118:0936,303,59,0,21.28,21.85,5.38,0
20050118:1036,96,39,0,9.18,20.02,4.76,0
20050118:1136,0,0,0,0,18.16,4.69,0
20050118:1236,0,0,0,0,16.55,4.69,0
20050118:1336,0,0,0,0,15.28,4.48,0
20050118:1436,0,0,0,0,14.18,4.28,0
20050118:1536,0,0,0,0,13.3,4.14,0
20050118:1636,0,0,0,0,12.69,4.07,0
20050118:1736,0,0,0,0,12.22,3.72,0
20050118:1836,0,0,0,0,11.19,3.45,0
20050118:1936,0,0,0,0,10.82,3.38,0
20050118:2036,0,0,0,0,10.68,3.45,0
20050118:2136,0,0,0,1.31,10.73,3.38,1
20050118:2236,2,72,0,13.08,12.09,4.14,0
20050118:2336,384,165,0,25.14,13.94,4.62,0
20050119:0036,545,89,0,37.62,16.06,4.41,0
20050119:0136,763,76,0,50.12,18.39,4.14,0
20050119:0236,867,107,0,62.26,20.69,3.72,0
20050119:0336,938,122,0,72.83,22.74,3.38,0
20050119:0436,981,110,0,76.84,24.38,3.1,0
20050119:0536,940,109,0,69.83,25.59,2.97,0
20050119:0636,804,128,0,58.51,25.91,3.1,0
20050119:0736,678,102,0,46.19,26.2,3.17,0
20050119:0836,475,99,0,33.67,26.04,3.17,0
20050119:0936,281,73,0,21.25,25.44,3.1,0
20050119:1036,94,40,0,9.14,24.27,2.55,0
20050119:1136,0,0,0,0,22.44,2.48,0
20050119:1236,0,0,0,0,20.92,2.83,0
20050119:1336,0,0,0,0,19.59,3.38,0
20050119:1436,0,0,0,0,18.27,3.72,0
20050119:1536,0,0,0,0,17.07,3.52,0
20050119:1636,0,0,0,0,16,3.24,0
20050119:1736,0,0,0,0,15.05,3.03,0
20050119:1836,0,0,0,0,13.59,2.76,0
20050119:1936,0,0,0,0,12.92,2.69,0
20050119:2036,0,0,0,0,12.38,2.62,0
20050119:2136,0,0,0,1.13,12.11,2.55,1
20050119:2236,68,85,0,12.91,13.51,2.69,0
20050119:2336,467,112,0,24.98,16.13,2.69,0
20050120:0036,542,90,0,37.46,19.17,2.48,0
20050120:0136,706,112,0,49.95,21.94,2.07,0
20050120:0236,849,118,0,62.08,24.07,1.52,0
20050120:0336,937,121,0,72.62,25.79,1.03,0
20050120:0436,999,97,0,76.64,27.17,1.24,0
20050120:0536,957,97,0,69.74,28.08,1.66,0
20050120:0636,850,97,0,58.46,28.59,2.28,0
20050120:0736,677,103,0,46.16,28.48,2.69,0
20050120:0836,493,87,0,33.64,27.85,2.97,0
20050120:0936,265,82,0,21.21,26.69,3.24,0
20050120:1036,93,40,0,9.08,24.72,3.52,0
20050120:1136,0,0,0,0,22.22,3.79,0
20050120:1236,0,0,0,0,20.19,3.66,0
20050120:1336,0,0,0,0,18.53,3.72,0
20050120:1436,0,0,0,0,17.1,3.86,0
20050120:1536,0,0,0,0,16.05,3.79,0
20050120:1636,0,0,0,0,15.29,3.52,0
20050120:1736,0,0,0,0,14.68,3.1,0
20050120:1836,0,0,0,0,13.9,3.24,0
20050120:1936,0,0,0,0,13.41,3.17,0
20050120:2036,0,0,0,0,12.98,2.83,0
20050120:2136,0,0,0,0.95,12.76,2.62,1
20050120:2236,14,90,0,12.74,14.18,2.97,0
20050120:2336,396,154,0,24.81,16.69,3.03,0
20050121:0036,581,61,0,37.29,19.56,2.69,0
20050121:0136,744,85,0,49.79,22.38,2.07,0
20050121:0236,879,97,0,61.9,24.75,1.59,0
20050121:0336,935,122,0,72.4,26.59,1.38,0
20050121:0436,1016,84,0,76.43,28.04,1.31,0
20050121:0536,956,97,0,69.63,29.09,1.59,0
20050121:0636,850,96,0,58.4,29.51,2.07,0
20050121:0736,703,85,0,46.12,29.52,2.55,0
20050121:0836,530,61,0,33.6,28.96,2.83,0
20050121:0936,279,73,0,21.16,27.96,2.76,0
20050121:1036,77,48,0,9.02,26.3,2.76,0
20050121:1136,0,0,0,0,23.94,3.24,0
20050121:1236,0,0,0,0,21.76,3.72,0
20050121:1336,0,0,0,0,19.89,3.86,0
20050121:1436,0,0,0,0,18.38,3.93,0
20050121:1536,0,0,0,0,17.23,3.79,0
20050121:1636,0,0,0,0,16.34,3.66,0
20050121:1736,0,0,0,0,15.62,3.59,0
20050121:1836,0,0,0,0,14.76,3.52,0
20050121:1936,0,0,0,0,14.32,3.38,0
20050121:2036,0,0,0,0,14.01,3.31,0
20050121:2136,0,0,0,0.76,13.92,3.38,1
20050121:2236,112,60,0,12.56,15.3,3.72,0
20050121:2336,547,55,0,24.65,17.94,3.66,0
20050122:0036,568,68,0,37.13,21.11,3.31,0
20050122:0136,784,56,0,49.62,24.28,2.83,0
20050122:0236,928,61,0,61.71,27.05,2.41,0
20050122:0336,970,97,0,72.18,29.22,2.07,0
20050122:0436,996,97,0,76.22,30.77,2,0
20050122:0536,955,97,0,69.52,31.79,2.14,0
20050122:0636,849,96,0,58.34,32.34,2.55,0
20050122:0736,702,85,0,46.07,32.43,2.83,0
20050122:0836,455,111,0,33.55,32.01,3.17,0
20050122:0936,229,103,0,21.11,31.14,3.24,0
20050122:1036,76,48,0,8.96,29.6,3.03,0
20050122:1136,0,0,0,0,27.54,3.17,0
20050122:1236,0,0,0,0,25.67,3.79,0
20050122:1336,0,0,0,0,23.87,4.41,0
20050122:1436,0,0,0,0,22.2,4.48,0
20050122:1536,0,0,0,0,20.77,4.28,0
20050122:1636,0,0,0,0,19.55,4.14,0
20050122:1736,0,0,0,0,18.52,4.14,0
20050122:1836,0,0,0,0,17.6,4.07,0
20050122:1936,0,0,0,0,17.02,3.93,0
20050122:2036,0,0,0,0,16.61,3.79,0
20050122:2136,0,0,0,0.58,16.46,3.72,1
20050122:2236,47,87,0,12.39,17.83,3.79,0
20050122:2336,361,171,0,24.48,20.86,4.21,0
20050123:0036,524,96,0,36.97,24.38,4.21,0
20050123:0136,726,94,0,49.45,27.58,4.07,0
20050123:0236,875,97,0,61.53,30.34,3.59,0
20050123:0336,932,121,0,71.96,32.64,2.83,0
