time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050105:1736,0,0,0,0,20.92,6.28,0
20050105:1836,0,0,0,0,19.55,6.55,0
20050105:1936,0,0,0,0,18.89,6.62,0
20050105:2036,0,0,0,0,18.53,6.55,0
20050105:2136,1,0,0,2.87,18.57,6.48,1
20050105:2236,118,83,0,14.66,20.04,6.21,0
20050105:2336,563,79,0,26.79,22.96,6.48,0
20050106:0036,594,88,0,39.34,26.3,5.93,0
20050106:0136,776,99,0,52,29.55,4.9,0
20050106:0236,907,111,0,64.46,32.49,3.45,0
20050106:0336,994,112,0,75.71,34.56,1.59,0
20050106:0436,995,125,0,79.67,35.99,1.93,0
20050106:0536,948,124,0,70.99,36.71,3.45,0
20050106:0636,838,121,0,58.94,35.64,5.59,0
20050106:0736,663,123,0,46.34,34.27,7.17,0
20050106:0836,487,97,0,33.71,31.82,7.79,0
20050106:0936,288,70,0,21.26,29,7.24,0
20050106:1036,72,49,0,9.17,26.69,5.72,0
20050106:1136,0,0,0,0,25.13,4.55,0
20050106:1236,0,0,0,0,24.1,3.66,0
20050106:1336,0,0,0,0,23.21,2.83,0
20050106:1436,0,0,0,0,22.39,2.07,0
20050106:1536,0,0,0,0,21.35,2.62,0
20050106:1636,0,0,0,0,20.45,3.24,0
20050106:1736,0,0,0,0,19.78,3.1,0
20050106:1836,0,0,0,0,19.45,3.17,0
20050106:1936,0,0,0,0,18.94,3.1,0
20050106:2036,0,0,0,0,18.57,2.83,0
20050106:2136,1,0,0,2.73,18.58,2.55,1
20050106:2236,0,19,0,14.52,19.82,4,0
20050106:2336,0,56,0,26.65,21.42,4.07,0
20050107:0036,0,68,0,39.2,22.62,4.34,0
20050107:0136,3,301,0,51.86,23.64,4.34,0
20050107:0236,240,470,0,64.32,24.37,4.62,0
20050107:0336,355,477,0,75.56,24.83,5.17,0
20050107:0436,675,327,0,79.58,24.71,5.52,0
20050107:0536,828,202,0,71,24.57,5.59,0
20050107:0636,508,324,0,58.98,24.59,5.38,0
20050107:0736,330,316,0,46.38,24.19,5.24,0
20050107:0836,401,152,0,33.74,23.55,5.38,0
20050107:0936,244,97,0,21.29,22.4,5.45,0
20050107:1036,6,61,0,9.19,20.91,4.97,0
20050107:1136,0,0,0,0,19.67,4.07,0
20050107:1236,0,0,0,0,18.97,3.52,0
20050107:1336,0,0,0,0,18.52,3.24,0
20050107:1436,0,0,0,0,18.16,3.17,0
20050107:1536,0,0,0,0,17.81,3.24,0
20050107:1636,0,0,0,0,17.52,3.31,0
20050107:1736,0,0,0,0,17.18,3.24,0
20050107:1836,0,0,0,0,16.65,3.03,0
20050107:1936,0,0,0,0,16.21,3.03,0
20050107:2036,0,0,0,0,15.94,3.03,0
20050107:2136,1,0,0,2.58,15.95,2.97,1
20050107:2236,0,65,0,14.37,17.52,3.45,0
20050107:2336,368,197,0,26.5,19.75,2.97,0
20050108:0036,527,128,0,39.06,22.42,2.21,0
20050108:0136,744,118,0,51.72,24.85,1.66,0
20050108:0236,854,145,0,64.17,26.98,1.52,0
20050108:0336,974,124,0,75.4,28.65,2.07,0
20050108:0436,957,150,0,79.48,29.73,3.24,0
20050108:0536,948,124,0,71,29.68,4.97,0
20050108:0636,703,209,0,59.01,29.38,5.31,0
20050108:0736,0,231,0,46.41,28.3,5.93,0
20050108:0836,0,83,0,33.77,26.96,5.86,0
20050108:0936,0,37,0,21.31,25.36,5.17,0
20050108:1036,11,64,0,9.21,24.03,4.21,0
20050108:1136,0,0,0,0,23.19,3.38,0
20050108:1236,0,0,0,0,22.48,3.03,0
20050108:1336,0,0,0,0,21.74,2.76,0
20050108:1436,0,0,0,0,21.14,1.45,0
20050108:1536,0,0,0,0,20.42,0.83,0
20050108:1636,0,0,0,0,19.5,1.31,0
20050108:1736,0,0,0,0,20.38,0.21,0
20050108:1836,0,0,0,0,20.84,0.34,0
20050108:1936,0,0,0,0,18.75,1.31,0
20050108:2036,0,0,0,0,18.05,1.66,0
20050108:2136,1,0,0,2.42,17.75,1.86,1
20050108:2236,0,19,0,14.22,21.11,1.45,0
20050108:2336,0,56,0,26.36,24.27,1.52,0
20050109:0036,21,288,0,38.92,26.07,1.86,0
20050109:0136,302,368,0,51.57,27.76,2.48,0
20050109:0236,920,99,0,64.02,28.9,3.45,0
20050109:0336,936,149,0,75.23,29.41,4,0
20050109:0436,427,457,0,79.37,29.6,4.55,0
20050109:0536,4,379,0,70.99,29.12,5.52,0
20050109:0636,8,361,0,59.03,28.41,6.9,0
20050109:0736,0,159,0,46.44,26.22,7.31,0
20050109:0836,0,80,0,33.8,24.38,7.24,0
20050109:0936,0,59,0,21.33,22.54,6.9,0
20050109:1036,0,19,0,9.21,20.94,6.14,0
20050109:1136,0,0,0,0,19.72,5.79,0
20050109:1236,0,0,0,0,19.03,5.86,0
20050109:1336,0,0,0,0,18.59,5.66,0
20050109:1436,0,0,0,0,18.19,5.72,0
20050109:1536,0,0,0,0,17.71,5.52,0
20050109:1636,0,0,0,0,17.32,5.17,0
20050109:1736,0,0,0,0,16.97,5.03,0
20050109:1836,0,0,0,0,16.67,5.1,0
20050109:1936,0,0,0,0,16.34,5.03,0
20050109:2036,0,0,0,0,16.07,4.9,0
20050109:2136,0,0,0,2.27,15.93,4.41,1
20050109:2236,0,18,0,14.07,16.75,4.62,0
20050109:2336,0,124,0,26.21,18.16,4.55,0
20050110:0036,225,290,0,38.77,19.94,4,0
20050110:0136,560,231,0,51.43,21.71,3.59,0
20050110:0236,835,155,0,63.87,23.24,3.31,0
20050110:0336,972,124,0,75.06,24.57,3.72,0
20050110:0436,994,124,0,79.25,25.23,5.1,0
20050110:0536,948,124,0,70.98,24.63,6.55,0
20050110:0636,777,162,0,59.04,23.52,6.97,0
20050110:0736,640,139,0,46.47,22.45,6.97,0
20050110:0836,471,109,0,33.82,21.36,6.9,0
20050110:0936,138,154,0,21.34,20.12,6.48,0
20050110:1036,74,49,0,9.22,18.82,5.66,0
20050110:1136,0,0,0,0,17.63,5.79,0
20050110:1236,0,0,0,0,16.96,5.24,0
20050110:1336,0,0,0,0,16.57,4.48,0
20050110:1436,0,0,0,0,16.29,3.86,0
20050110:1536,0,0,0,0,16.17,3.79,0
20050110:1636,0,0,0,0,16.26,3.86,0
20050110:1736,0,0,0,0,16.28,3.72,0
20050110:1836,0,0,0,0,16.78,3.93,0
20050110:1936,0,0,0,0,17.05,3.86,0
20050110:2036,0,0,0,0,17.05,3.59,0
20050110:2136,0,0,0,2.11,17.01,3.1,1
20050110:2236,0,20,0,13.92,18.17,3.93,0
20050110:2336,438,151,0,26.06,19.69,4.76,0
20050111:0036,453,170,0,38.63,21.42,5.03,0
20050111:0136,671,161,0,51.28,23.07,5.1,0
20050111:0236,883,122,0,63.71,24.81,4.9,0
20050111:0336,971,124,0,74.89,26.32,4.76,0
20050111:0436,993,125,0,79.12,27.52,4.69,0
20050111:0536,966,111,0,70.96,28.13,4.9,0
20050111:0636,839,121,0,59.06,27.97,5.52,0
20050111:0736,665,123,0,46.48,26.94,6.41,0
20050111:0836,471,110,0,33.84,25.28,7.03,0
20050111:0936,250,95,0,21.35,23.32,7.1,0
20050111:1036,74,49,0,9.22,21.5,6.14,0
20050111:1136,0,0,0,0,20.17,5.17,0
20050111:1236,0,0,0,0,19.53,4.48,0
20050111:1336,0,0,0,0,19.12,4.28,0
20050111:1436,0,0,0,0,18.71,3.93,0
20050111:1536,0,0,0,0,18.25,3.52,0
20050111:1636,0,0,0,0,17.79,3.59,0
20050111:1736,0,0,0,0,17.33,3.45,0
20050111:1836,0,0,0,0,16.95,3.17,0
20050111:1936,0,0,0,0,16.55,2.97,0
20050111:2036,0,0,0,0,16.16,2.76,0
20050111:2136,0,0,0,1.95,15.99,2.55,1
20050111:2236,14,99,0,13.77,18.21,2.34,0
20050111:2336,490,117,0,25.91,21.38,2.14,0
20050112:0036,528,121,0,38.48,24.55,1.79,0
20050112:0136,723,126,0,51.13,27.38,2.07,0
20050112:0236,865,133,0,63.56,29.38,2,0
20050112:0336,970,124,0,74.71,30.77,2.69,0
20050112:0436,993,124,0,78.99,31.33,4.55,0
20050112:0536,948,123,0,70.93,30.62,6.14,0
20050112:0636,824,131,0,59.06,28.67,6.62,0
20050112:0736,691,106,0,46.5,27.52,6.83,0
20050112:0836,527,73,0,33.85,26.3,6.76,0
20050112:0936,270,83,0,21.36,24.82,6.28,0
20050112:1036,74,49,0,9.21,23.05,5.38,0
20050112:1136,0,0,0,0,21.43,4.69,0
20050112:1236,0,0,0,0,20.33,4.14,0
20050112:1336,0,0,0,0,19.58,3.66,0
20050112:1436,0,0,0,0,18.92,3.45,0
20050112:1536,0,0,0,0,18.35,3.79,0
20050112:1636,0,0,0,0,17.82,4.07,0
20050112:1736,0,0,0,0,17.34,4.41,0
20050112:1836,0,0,0,0,16.87,4.55,0
20050112:1936,0,0,0,0,16.62,4.69,0
20050112:2036,0,0,0,0,16.73,4.21,0
20050112:2136,0,0,0,1.79,17.06,4,1
20050112:2236,0,18,0,13.61,18.25,4.69,0
20050112:2336,0,55,0,25.76,19.87,5.72,0
20050113:0036,6,249,0,38.33,21.21,5.45,0
20050113:0136,245,385,0,50.98,22.57,5.79,0
20050113:0236,223,469,0,63.4,23.96,6.14,0
20050113:0336,780,247,0,74.53,25.48,6.34,0
20050113:0436,799,250,0,78.84,26.34,6.62,0
20050113:0536,878,170,0,70.9,27.27,6.76,0
20050113:0636,824,131,0,59.06,27.52,6.97,0
20050113:0736,641,139,0,46.51,27.46,7.24,0
20050113:0836,454,121,0,33.86,26.96,7.17,0
20050113:0936,250,95,0,21.36,25.97,6.9,0
20050113:1036,59,56,0,9.2,24.21,6.21,0
20050113:1136,0,0,0,0,22.34,6.14,0
20050113:1236,0,0,0,0,20.72,6.07,0
20050113:1336,0,0,0,0,19.29,6.21,0
20050113:1436,0,0,0,0,17.96,6.21,0
20050113:1536,0,0,0,0,16.76,6.14,0
20050113:1636,0,0,0,0,15.76,6,0
20050113:1736,0,0,0,0,14.95,5.79,0
20050113:1836,0,0,0,0,14.04,5.31,0
20050113:1936,0,0,0,0,13.58,5.1,0
20050113:2036,0,0,0,0,13.24,4.83,0
20050113:2136,0,0,0,1.62,13.16,4.14,1
20050113:2236,6,87,0,13.45,14.16,4.97,0
20050113:2336,414,161,0,25.6,15.91,5.66,0
20050114:0036,524,120,0,38.18,18.01,5.45,0
20050114:0136,719,126,0,50.83,20.27,5.1,0
20050114:0236,846,144,0,63.24,22.47,4.69,0
20050114:0336,932,148,0,74.35,24.44,4.41,0
20050114:0436,954,150,0,78.69,26.06,4.48,0
20050114:0536,912,147,0,70.85,27.3,4.69,0
20050114:0636,793,151,0,59.06,27.75,5.17,0
20050114:0736,641,139,0,46.51,28.11,5.52,0
20050114:0836,454,121,0,33.86,27.9,5.66,0
20050114:0936,250,95,0,21.35,27.19,5.38,0
20050114:1036,74,49,0,9.18,25.75,4.41,0
20050114:1136,0,0,0,0,23.91,4.21,0
20050114:1236,0,0,0,0,22.64,4.48,0
20050114:1336,0,0,0,0,21.56,4.9,0
20050114:1436,0,0,0,0,20.41,5.17,0
20050114:1536,0,0,0,0,19.29,5.45,0
20050114:1636,0,0,0,0,18.25,5.45,0
20050114:1736,0,0,0,0,17.35,5.24,0
20050114:1836,0,0,0,0,16.02,4.9,0
20050114:1936,0,0,0,0,15.41,4.76,0
20050114:2036,0,0,0,0,14.92,4.55,0
20050114:2136,0,0,0,1.45,14.71,4.41,1
20050114:2236,63,93,0,13.29,15.74,4.83,0
20050114:2336,531,85,0,25.45,17.57,5.52,0
20050115:0036,562,94,0,38.03,19.71,5.24,0
20050115:0136,744,108,0,50.68,22.06,4.76,0
20050115:0236,860,133,0,63.08,24.27,4.34,0
20050115:0336,948,137,0,74.16,26.19,4.28,0
20050115:0436,954,149,0,78.53,27.71,4.28,0
20050115:0536,947,124,0,70.8,28.79,4.28,0
20050115:0636,839,121,0,59.05,29.61,4.41,0
20050115:0736,666,123,0,46.51,29.91,4.62,0
20050115:0836,481,103,0,33.86,29.66,4.83,0
20050115:0936,250,95,0,21.34,28.92,4.62,0
20050115:1036,74,48,0,9.16,27.42,4,0
20050115:1136,0,0,0,0,25.63,4.21,0
20050115:1236,0,0,0,0,24.42,5.31,0
20050115:1336,0,0,0,0,22.88,6.34,0
20050115:1436,0,0,0,0,21.17,6.69,0
20050115:1536,0,0,0,0,19.75,6.69,0
20050115:1636,0,0,0,0,18.6,6.69,0
20050115:1736,0,0,0,0,17.64,6.62,0
20050115:1836,0,0,0,0,16.33,6.62,0
20050115:1936,0,0,0,0,15.73,6.62,0
20050115:2036,0,0,0,0,15.36,6.76,0
20050115:2136,0,0,0,1.28,15.28,6.62,1
20050115:2236,72,88,0,13.13,16.33,7.03,0
20050115:2336,427,150,0,25.29,18.62,7.45,0
20050116:0036,539,107,0,37.88,21.53,7.1,0
20050116:0136,715,126,0,50.53,24.39,6.48,0
20050116:0236,843,143,0,62.91,27,5.72,0
20050116:0336,929,149,0,73.96,29.23,4.97,0
20050116:0436,971,137,0,78.36,30.9,4.14,0
20050116:0536,946,124,0,70.75,32.04,3.72,0
20050116:0636,839,121,0,59.03,32.47,4.21,0
20050116:0736,641,139,0,46.5,32.79,4.21,0
20050116:0836,481,103,0,33.85,32.62,4.07,0
20050116:0936,250,95,0,21.33,32,3.45,0
20050116:1036,72,49,0,9.13,30.74,2.62,0
20050116:1136,0,0,0,0,28.79,2.9,0
20050116:1236,0,0,0,0,26.92,3.31,0
20050116:1336,0,0,0,0,25.63,3.79,0
20050116:1436,0,0,0,0,24.65,4.34,0
20050116:1536,0,0,0,0,24.01,4.9,0
20050116:1636,0,0,0,0,23.53,5.31,0
20050116:1736,0,0,0,0,23.07,5.72,0
20050116:1836,0,0,0,0,22.45,6.07,0
20050116:1936,0,0,0,0,22.35,6.14,0
20050116:2036,0,0,0,0,22.31,6.14,0
20050116:2136,0,0,0,1.11,22.33,6.07,1
20050116:2236,21,95,0,12.97,23.72,5.79,0
20050116:2336,392,169,0,25.13,26.21,6.28,0
20050117:0036,507,126,0,37.72,28.99,6.41,0
20050117:0136,713,125,0,50.37,31.69,5.86,0
20050117:0236,661,257,0,62.74,34.11,5.03,0
20050117:0336,109,517,0,73.77,36.09,4.07,0
20050117:0436,796,250,0,78.18,37.33,2.83,0
20050117:0536,307,479,0,70.68,38.04,2.28,0
20050117:0636,732,191,0,59,38.04,1.66,0
20050117:0736,8,305,0,46.49,37.28,3.31,0
20050117:0836,0,151,0,33.84,34.77,4.14,0
20050117:0936,23,168,0,21.31,31.83,3.79,0
20050117:1036,11,63,0,9.09,29.7,3.1,0
20050117:1136,0,0,0,0,27.72,2.83,0
20050117:1236,0,0,0,0,25.59,3.66,0
20050117:1336,0,0,0,0,24.26,2.97,0
20050117:1436,0,0,0,0,23.88,2.28,0
20050117:1536,0,0,0,0,23.02,2.14,0
20050117:1636,0,0,0,0,21.71,3.31,0
20050117:1736,0,0,0,0,20.84,3.52,0
20050117:1836,0,0,0,0,20.54,3.79,0
20050117:1936,0,0,0,0,19.77,4.41,0
20050117:2036,0,0,0,0,19.03,4.69,0
20050117:2136,0,0,0,0.94,18.47,4.83,1
20050117:2236,24.45,61.75,0,12.8,18.94,5.45,1
20050117:2336,0,109,0,24.97,20.04,5.72,0
20050118:0036,309,240,0,37.57,21.61,5.86,0
20050118:0136,328,345,0,50.21,23.42,6.07,0
20050118:0236,823,154,0,62.58,25.19,5.79,0
20050118:0336,927,148,0,73.57,26.73,5.86,0
20050118:0436,970,137,0,77.99,27.68,6.34,0
20050118:0536,945,124,0,70.61,28.29,6.76,0
20050118:0636,839,120,0,58.97,28.61,7.45,0
20050118:0736,640,140,0,46.47,28.45,7.45,0
20050118:0836,454,120,0,33.82,28.08,7.38,0
20050118:0936,226,108,0,21.28,26.99,7.17,0
20050118:1036,56,56,0,9.06,25.31,6.21,0
20050118:1136,0,0,0,0,23.61,5.93,0
20050118:1236,0,0,0,0,22.17,5.59,0
20050118:1336,0,0,0,0,20.83,5.59,0
20050118:1436,0,0,0,0,19.48,5.45,0
20050118:1536,0,0,0,0,18.21,5.1,0
20050118:1636,0,0,0,0,17.05,5.17,0
20050118:1736,0,0,0,0,16.04,5.17,0
20050118:1836,0,0,0,0,14.99,5.1,0
20050118:1936,0,0,0,0,14.17,4.97,0
20050118:2036,0,0,0,0,13.53,4.62,0
20050118:2136,0,0,0,0.76,13.18,4.55,1
20050118:2236,54,89,0,12.64,14,5.52,0
20050118:2336,464,122,0,24.81,15.78,5.45,0
20050119:0036,522,113,0,37.41,18.21,5.1,0
20050119:0136,708,126,0,50.05,20.83,4.62,0
20050119:0236,838,143,0,62.4,23.32,3.93,0
20050119:0336,926,148,0,73.36,25.47,3.17,0
20050119:0436,950,150,0,77.8,27.19,2.55,0
20050119:0536,841,192,0,70.53,28.44,2.55,0
20050119:0636,732,190,0,58.94,28.54,3.52,0
20050119:0736,592,170,0,46.45,28.84,4,0
20050119:0836,411,147,0,33.79,28.62,4.41,0
20050119:0936,249,95,0,21.25,27.27,4.69,0
20050119:1036,69,50,0,9.01,25.4,3.86,0
20050119:1136,0,0,0,0,23.58,3.24,0
20050119:1236,0,0,0,0,22.44,2.83,0
20050119:1336,0,0,0,0,21.55,2.69,0
20050119:1436,0,0,0,0,20.78,2.9,0
20050119:1536,0,0,0,0,20.16,3.38,0
20050119:1636,0,0,0,0,19.64,3.93,0
20050119:1736,0,0,0,0,19,4.34,0
20050119:1836,0,0,0,0,17.65,4.28,0
20050119:1936,0,0,0,0,16.88,4.28,0
20050119:2036,0,0,0,0,16.27,4.14,0
20050119:2136,0,0,0,0,15.94,3.93,0
20050119:2236,49,89,0,12.47,17.18,3.93,0
20050119:2336,462,121,0,24.65,19.72,3.52,0
20050120:0036,471,144,0,37.25,22.71,2.62,0
20050120:0136,680,142,0,49.89,25.24,1.45,0
20050120:0236,836,143,0,62.23,27.07,1.59,0
20050120:0336,942,136,0,73.15,28.43,2.62,0
20050120:0436,949,150,0,77.6,29.27,3.72,0
20050120:0536,909,147,0,70.44,29.49,4.62,0
20050120:0636,806,142,0,58.9,29.12,5.59,0
20050120:0736,640,139,0,46.42,28.13,6.34,0
20050120:0836,453,121,0,33.76,26.26,7.17,0
20050120:0936,244,97,0,21.21,24.24,6.9,0
20050120:1036,68,50,0,8.96,22.51,5.52,0
20050120:1136,0,0,0,0,21.28,4.69,0
20050120:1236,0,0,0,0,20.72,4.41,0
20050120:1336,0,0,0,0,20.36,4.07,0
20050120:1436,0,0,0,0,20.01,4.07,0
20050120:1536,0,0,0,0,19.79,4.28,0
20050120:1636,0,0,0,0,19.67,4.41,0
20050120:1736,0,0,0,0,19.26,4.28,0
20050120:1836,0,0,0,0,18.13,3.93,0
20050120:1936,0,0,0,0,17.35,4,0
20050120:2036,0,0,0,0,16.79,4.14,0
20050120:2136,0,0,0,0,16.45,4,0
20050120:2236,33,90,0,12.3,17.53,4,0
20050120:2336,416,148,0,24.49,19.9,3.79,0
20050121:0036,488,131,0,37.09,22.82,2.9,0
20050121:0136,691,134,0,49.73,25.55,1.66,0
20050121:0236,850,133,0,62.06,27.74,1.86,0
20050121:0336,854,193,0,72.94,29.27,3.45,0
20050121:0436,912,173,0,77.39,29.98,4.62,0
20050121:0536,891,158,0,70.34,30.25,5.38,0
20050121:0636,791,151,0,58.85,29.64,6.07,0
20050121:0736,639,140,0,46.38,28.63,6.62,0
20050121:0836,453,120,0,33.73,27.12,6.83,0
20050121:0936,243,97,0,21.17,25.36,6.41,0
20050121:1036,66,50,0,8.91,23.46,5.17,0
20050121:1136,0,0,0,0,22,4.34,0
20050121:1236,0,0,0,0,21.28,3.93,0
20050121:1336,0,0,0,0,20.87,3.66,0
20050121:1436,0,0,0,0,20.61,3.52,0
20050121:1536,0,0,0,0,20.56,3.59,0
20050121:1636,0,0,0,0,20.47,3.93,0
20050121:1736,0,0,0,0,20.07,4.14,0
20050121:1836,0,0,0,0,19.07,4.41,0
20050121:1936,0,0,0,0,18.34,4.55,0
20050121:2036,0,0,0,0,17.78,4.69,0
20050121:2136,0,0,0,0,17.53,4.83,0
20050121:2236,51,85,0,12.13,18.73,4.76,0
20050121:2336,439,132,0,24.32,21.36,4.69,0
20050122:0036,340,217,0,36.93,24.6,3.79,0
20050122:0136,576,205,0,49.57,27.61,2.55,0
20050122:0236,848,133,0,61.88,30.03,1.52,0
20050122:0336,922,147,0,72.72,31.87,1.86,0
20050122:0436,947,149,0,77.18,33.06,3.03,0
20050122:0536,873,170,0,70.23,33.49,4.41,0
20050122:0636,462,347,0,58.79,32.98,5.72,0
20050122:0736,112,382,0,46.34,32.21,6.41,0
20050122:0836,340,187,0,33.69,30.94,6.41,0
20050122:0936,267,82,0,21.12,29.41,5.86,0
20050122:1036,89,37,0,8.85,27.75,5.17,0
20050122:1136,0,0,0,0,26.55,4.69,0
20050122:1236,0,0,0,0,26.16,4.07,0
20050122:1336,0,0,0,0,25.99,3.79,0
20050122:1436,0,0,0,0,25.88,4.14,0
20050122:1536,0,0,0,0,25.76,5.17,0
20050122:1636,0,0,0,0,24.91,5.93,0
20050122:1736,0,0,0,0,23.86,6.34,0
20050122:1836,0,0,0,0,22.8,6.14,0
20050122:1936,0,0,0,0,22.19,5.93,0
20050122:2036,0,0,0,0,21.69,5.86,0
20050122:2136,0,0,0,0,21.4,5.93,0
20050122:2236,34,87,0,11.96,22.35,5.38,0
20050122:2336,404,151,0,24.16,24.73,6,0
20050123:0036,502,119,0,36.77,27.76,5.45,0
20050123:0136,686,134,0,49.41,31.02,4.28,0
20050123:0236,831,142,0,61.7,33.79,2.83,0
20050123:0336,938,136,0,72.51,35.73,1.31,0
20050123:0436,928,161,0,76.95,37.05,1.66,0
