time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050108:2236,0,19,0,14.33,21.56,2.62,0
20050108:2336,4,226,0,26.38,23.99,2.62,0
20050109:0036,226,284,0,38.85,26.02,2.83,0
20050109:0136,754,96,0,51.4,27.25,3.03,0
20050109:0236,625,273,0,63.71,27.58,3.45,0
20050109:0336,811,213,0,74.68,27.59,3.66,0
20050109:0436,970,124,0,78.72,27.61,4,0
20050109:0536,841,178,0,70.74,26.84,4.9,0
20050109:0636,647,231,0,58.99,26.24,5.79,0
20050109:0736,47,360,0,46.53,24.88,6.14,0
20050109:0836,0,172,0,33.98,23.72,6.28,0
20050109:0936,0,61,0,21.6,22.35,6,0
20050109:1036,1,54,0,9.56,20.95,5.38,0
20050109:1136,0,0,0,0,19.78,5.03,0
20050109:1236,0,0,0,0,19,5.03,0
20050109:1336,0,0,0,0,18.32,4.76,0
20050109:1436,0,0,0,0,17.77,4.76,0
20050109:1536,0,0,0,0,17.21,4.34,0
20050109:1636,0,0,0,0,16.83,3.93,0
20050109:1736,0,0,0,0,16.4,3.86,0
20050109:1836,0,0,0,0,15.99,3.93,0
20050109:1936,0,0,0,0,15.71,3.66,0
20050109:2036,0,0,0,0,15.41,3.24,0
20050109:2136,1,0,0,2.47,15.32,2.55,1
20050109:2236,0,19,0,14.18,16.87,2.34,0
20050109:2336,0,176,0,26.23,18.5,3.17,0
20050110:0036,52,309,0,38.7,19.9,3.31,0
20050110:0136,547,226,0,51.25,21.22,2.97,0
20050110:0236,378,404,0,63.55,22.48,2.9,0
20050110:0336,930,135,0,74.51,23.39,3.79,0
20050110:0436,1007,98,0,78.59,23.42,5.31,0
20050110:0536,962,98,0,70.72,22.73,6.07,0
20050110:0636,854,97,0,59.01,21.95,5.93,0
20050110:0736,680,103,0,46.55,21.31,5.93,0
20050110:0836,476,100,0,34,20.35,5.79,0
20050110:0936,289,70,0,21.61,19.39,4.97,0
20050110:1036,91,44,0,9.56,18.14,5.1,0
20050110:1136,0,0,0,0,17.18,4.28,0
20050110:1236,0,0,0,0,16.63,3.66,0
20050110:1336,0,0,0,0,16.29,3.38,0
20050110:1436,0,0,0,0,16.14,3.31,0
20050110:1536,0,0,0,0,16.26,3.38,0
20050110:1636,0,0,0,0,16.51,3.31,0
20050110:1736,0,0,0,0,16.65,3.31,0
20050110:1836,0,0,0,0,17.26,3.59,0
20050110:1936,0,0,0,0,17.47,3.31,0
20050110:2036,0,0,0,0,17,2.48,0
20050110:2136,1,0,0,2.31,16.59,2.28,1
20050110:2236,0,18,0,14.03,18.15,2.9,0
20050110:2336,0,172,0,26.08,19.17,3.45,0
20050111:0036,219,283,0,38.56,20.27,3.17,0
20050111:0136,545,227,0,51.11,21.58,3.03,0
20050111:0236,830,141,0,63.4,23.17,3.03,0
20050111:0336,947,123,0,74.34,24.57,3.31,0
20050111:0436,969,124,0,78.46,25.61,3.72,0
20050111:0536,944,110,0,70.7,26.12,4.21,0
20050111:0636,854,97,0,59.01,26.02,4.97,0
20050111:0736,680,103,0,46.57,25.1,5.86,0
20050111:0836,477,100,0,34.02,23.67,6.14,0
20050111:0936,289,70,0,21.62,22.4,5.86,0
20050111:1036,91,44,0,9.56,21.25,4.97,0
20050111:1136,0,0,0,0,20.2,4.48,0
20050111:1236,0,0,0,0,19.47,4.28,0
20050111:1336,0,0,0,0,18.75,4,0
20050111:1436,0,0,0,0,17.93,3.45,0
20050111:1536,0,0,0,0,17.1,3.24,0
20050111:1636,0,0,0,0,16.32,3.03,0
20050111:1736,0,0,0,0,15.61,2.69,0
20050111:1836,0,0,0,0,15,2.76,0
20050111:1936,0,0,0,0,14.41,2.62,0
20050111:2036,0,0,0,0,13.92,2.48,0
20050111:2136,0,0,0,2.15,13.67,2.21,1
20050111:2236,1,74,0,13.87,16.46,1.72,0
20050111:2336,503,102,0,25.93,20.17,1.45,0
20050112:0036,603,62,0,38.41,23.15,1.03,0
20050112:0136,806,56,0,50.96,25.38,0.83,0
20050112:0236,911,86,0,63.24,27.05,1.72,0
20050112:0336,983,97,0,74.16,27.97,3.31,0
20050112:0436,987,111,0,78.32,27.87,4.55,0
20050112:0536,944,110,0,70.66,27.2,5.17,0
20050112:0636,854,97,0,59.02,26.18,5.31,0
20050112:0736,693,94,0,46.58,25.57,5.38,0
20050112:0836,514,75,0,34.03,24.66,5.24,0
20050112:0936,289,70,0,21.62,23.49,4.76,0
20050112:1036,91,44,0,9.55,21.84,4.14,0
20050112:1136,0,0,0,0,20.33,3.79,0
20050112:1236,0,0,0,0,19.41,3.45,0
20050112:1336,0,0,0,0,18.71,3.52,0
20050112:1436,0,0,0,0,18.05,3.79,0
20050112:1536,0,0,0,0,17.44,3.79,0
20050112:1636,0,0,0,0,16.87,3.86,0
20050112:1736,0,0,0,0,16.44,4.14,0
20050112:1836,0,0,0,0,16.41,3.93,0
20050112:1936,0,0,0,0,16.62,3.86,0
20050112:2036,0,0,0,0,16.9,4.07,0
20050112:2136,0,0,0,1.98,17.46,4.21,1
20050112:2236,0,18,0,13.72,18.66,4.9,0
20050112:2336,0,54,0,25.77,19.21,5.45,0
20050113:0036,1,212,0,38.26,19.81,5.79,0
20050113:0136,45,382,0,50.8,20.55,6,0
20050113:0236,337,419,0,63.08,21.81,6,0
20050113:0336,683,290,0,73.97,23,6,0
20050113:0436,794,236,0,78.18,23.76,6,0
20050113:0536,908,134,0,70.62,24.64,6.07,0
20050113:0636,791,139,0,59.01,25.02,6.28,0
20050113:0736,655,120,0,46.58,24.78,6.48,0
20050113:0836,459,112,0,34.03,24.01,6.55,0
20050113:0936,268,83,0,21.62,22.74,6.48,0
20050113:1036,77,52,0,9.54,21.07,5.86,0
20050113:1136,0,0,0,0,19.28,5.93,0
20050113:1236,0,0,0,0,17.79,5.86,0
20050113:1336,0,0,0,0,16.58,5.79,0
20050113:1436,0,0,0,0,15.59,5.59,0
20050113:1536,0,0,0,0,14.77,5.38,0
20050113:1636,0,0,0,0,14.14,5.17,0
20050113:1736,0,0,0,0,13.63,4.97,0
20050113:1836,0,0,0,0,12.96,4.55,0
20050113:1936,0,0,0,0,12.64,4.34,0
20050113:2036,0,0,0,0,12.35,4.07,0
20050113:2136,0,0,0,1.81,12.34,3.86,1
20050113:2236,0,18,0,13.56,13.7,3.93,0
20050113:2336,57,290,0,25.62,15.6,4.97,0
20050114:0036,386,196,0,38.1,17.56,4.9,0
20050114:0136,676,141,0,50.65,19.55,4.48,0
20050114:0236,841,131,0,62.92,21.48,4.07,0
20050114:0336,944,122,0,73.79,23.21,3.93,0
20050114:0436,967,123,0,78.02,24.69,3.93,0
20050114:0536,925,122,0,70.57,25.87,4.07,0
20050114:0636,822,118,0,59,26.36,4.34,0
20050114:0736,655,120,0,46.58,26.55,4.62,0
20050114:0836,477,100,0,34.03,26.22,4.9,0
20050114:0936,268,83,0,21.61,25.42,5.17,0
20050114:1036,90,45,0,9.52,23.87,5.24,0
20050114:1136,0,0,0,0,21.87,5.52,0
20050114:1236,0,0,0,0,20.23,5.52,0
20050114:1336,0,0,0,0,18.86,5.45,0
20050114:1436,0,0,0,0,17.66,5.31,0
20050114:1536,0,0,0,0,16.75,5.1,0
20050114:1636,0,0,0,0,16.02,4.76,0
20050114:1736,0,0,0,0,15.43,4.55,0
20050114:1836,0,0,0,0,14.35,4.14,0
20050114:1936,0,0,0,0,13.87,3.93,0
20050114:2036,0,0,0,0,13.41,3.79,0
20050114:2136,0,0,0,1.65,13.3,3.79,1
20050114:2236,0,17,0,13.39,14.76,3.93,0
20050114:2336,179,272,0,25.46,16.77,4.76,0
20050115:0036,455,153,0,37.95,18.57,4.48,0
20050115:0136,714,114,0,50.5,20.58,4.14,0
20050115:0236,889,97,0,62.75,22.52,4.07,0
20050115:0336,979,98,0,73.6,24.23,4.07,0
20050115:0436,985,111,0,77.86,25.66,4,0
20050115:0536,942,110,0,70.52,26.71,3.86,0
20050115:0636,822,118,0,58.98,27.61,3.79,0
20050115:0736,693,94,0,46.58,27.91,3.93,0
20050115:0836,495,88,0,34.02,27.75,4.07,0
20050115:0936,268,83,0,21.6,27.13,4.41,0
20050115:1036,90,44,0,9.49,25.81,4.34,0
20050115:1136,0,0,0,0,24.17,4.69,0
20050115:1236,0,0,0,0,22.7,5.38,0
20050115:1336,0,0,0,0,21.05,5.86,0
20050115:1436,0,0,0,0,19.38,5.93,0
20050115:1536,0,0,0,0,18,5.93,0
20050115:1636,0,0,0,0,16.93,5.79,0
20050115:1736,0,0,0,0,16.11,5.72,0
20050115:1836,0,0,0,0,15.05,5.66,0
20050115:1936,0,0,0,0,14.6,5.66,0
20050115:2036,0,0,0,0,14.29,5.52,0
20050115:2136,0,0,0,1.47,14.27,5.59,1
20050115:2236,0,17,0,13.23,15.42,5.72,0
20050115:2336,271,231,0,25.3,17.59,5.86,0
20050116:0036,500,123,0,37.79,20.36,5.45,0
20050116:0136,740,95,0,50.34,23.08,4.76,0
20050116:0236,854,120,0,62.58,25.62,4,0
20050116:0336,978,97,0,73.4,27.7,3.17,0
20050116:0436,984,111,0,77.68,29.17,2.41,0
20050116:0536,942,110,0,70.45,30.07,2,0
20050116:0636,853,97,0,58.96,30.68,2.28,0
20050116:0736,680,103,0,46.57,30.98,2.41,0
20050116:0836,316,197,0,34.01,30.75,2.34,0
20050116:0936,165,141,0,21.58,30.06,1.86,0
20050116:1036,53,62,0,9.46,28.54,1.86,0
20050116:1136,0,0,0,0,26.64,2.62,0
20050116:1236,0,0,0,0,25.37,3.24,0
20050116:1336,0,0,0,0,24.33,3.66,0
20050116:1436,0,0,0,0,23.4,3.93,0
20050116:1536,0,0,0,0,22.5,4.48,0
20050116:1636,0,0,0,0,21.5,5.1,0
20050116:1736,0,0,0,0,20.75,5.17,0
20050116:1836,0,0,0,0,20,5.1,0
20050116:1936,0,0,0,0,19.84,4.97,0
20050116:2036,0,0,0,0,19.98,4.76,0
20050116:2136,0,0,0,1.3,20.27,4.55,1
20050116:2236,0,55,0,13.07,22.13,4.48,0
20050116:2336,99,289,0,25.14,25.07,4.41,0
20050117:0036,276,249,0,37.64,27.96,4.21,0
20050117:0136,409,296,0,50.18,30.5,3.45,0
20050117:0236,503,334,0,62.41,32.69,2.69,0
20050117:0336,581,346,0,73.2,34.15,2.07,0
20050117:0436,638,329,0,77.5,34.79,2,0
20050117:0536,668,284,0,70.38,34.95,2.48,0
20050117:0636,688,204,0,58.93,34.73,2.28,0
20050117:0736,582,166,0,46.55,33.52,3.79,0
20050117:0836,407,144,0,34,30.52,3.59,0
20050117:0936,46,175,0,21.55,28.75,2.62,0
20050117:1036,34,68,0,9.43,26.94,2.48,0
20050117:1136,0,0,0,0,25.08,2.28,0
20050117:1236,0,0,0,0,23.71,1.79,0
20050117:1336,0,0,0,0,22.77,0.48,0
20050117:1436,0,0,0,0,22.16,1.86,0
20050117:1536,0,0,0,0,21.35,2.83,0
20050117:1636,0,0,0,0,20.52,3.31,0
20050117:1736,0,0,0,0,19.59,3.52,0
20050117:1836,0,0,0,0,19.03,4.14,0
20050117:1936,0,0,0,0,18.2,4.62,0
20050117:2036,0,0,0,0,17.7,4.62,0
20050117:2136,0,0,0,1.12,17.28,4.62,1
20050117:2236,32.4,26.7,0,12.9,18.31,5.52,1
20050117:2336,0,128,0,24.98,19.48,5.31,0
20050118:0036,168,293,0,37.48,21.07,5.38,0
20050118:0136,593,187,0,50.02,22.42,5.24,0
20050118:0236,835,130,0,62.24,24.01,5.1,0
20050118:0336,939,122,0,73,25.28,5.31,0
20050118:0436,982,111,0,77.32,26.28,5.45,0
20050118:0536,941,110,0,70.3,26.78,5.93,0
20050118:0636,852,97,0,58.9,26.71,6.34,0
20050118:0736,679,103,0,46.53,26.34,6.48,0
20050118:0836,495,87,0,33.98,25.44,6.48,0
20050118:0936,267,83,0,21.53,24.09,6.28,0
20050118:1036,102,36,0,9.38,22.44,5.38,0
20050118:1136,0,0,0,0,20.67,5.31,0
20050118:1236,0,0,0,0,19.19,5.38,0
20050118:1336,0,0,0,0,17.88,5.24,0
20050118:1436,0,0,0,0,16.67,4.9,0
20050118:1536,0,0,0,0,15.61,4.76,0
20050118:1636,0,0,0,0,14.76,4.76,0
20050118:1736,0,0,0,0,14.09,4.48,0
20050118:1836,0,0,0,0,13.08,4.48,0
20050118:1936,0,0,0,0,12.54,4.41,0
20050118:2036,0,0,0,0,12.23,4.34,0
20050118:2136,0,0,0,0.95,12.16,4.41,1
20050118:2236,0,16,0,12.73,13.38,4.9,0
20050118:2336,343,187,0,24.82,15.2,5.17,0
20050119:0036,512,110,0,37.32,17.5,4.76,0
20050119:0136,747,86,0,49.86,19.87,4.21,0
20050119:0236,882,97,0,62.07,22.1,3.59,0
20050119:0336,937,123,0,72.79,24.08,3.03,0
20050119:0436,981,111,0,77.12,25.67,2.69,0
20050119:0536,940,110,0,70.21,26.81,2.76,0
20050119:0636,868,86,0,58.86,27.03,3.38,0
20050119:0736,692,94,0,46.5,27.24,3.52,0
20050119:0836,494,88,0,33.95,27.07,3.38,0
20050119:0936,282,73,0,21.49,26.55,3.1,0
20050119:1036,86,45,0,9.34,25.16,2.69,0
20050119:1136,0,0,0,0,23.18,2.97,0
20050119:1236,0,0,0,0,21.79,3.31,0
20050119:1336,0,0,0,0,20.72,3.59,0
20050119:1436,0,0,0,0,19.87,3.86,0
20050119:1536,0,0,0,0,19.18,4.07,0
20050119:1636,0,0,0,0,18.4,4,0
20050119:1736,0,0,0,0,17.53,3.79,0
20050119:1836,0,0,0,0,16.23,3.45,0
20050119:1936,0,0,0,0,15.44,3.31,0
20050119:2036,0,0,0,0,14.84,3.24,0
20050119:2136,0,0,0,0.77,14.49,3.1,1
20050119:2236,18,91,0,12.56,15.89,3.1,0
20050119:2336,447,123,0,24.65,18.23,2.97,0
20050120:0036,539,90,0,37.16,20.99,2.41,0
20050120:0136,744,86,0,49.7,23.56,1.79,0
20050120:0236,880,97,0,61.89,25.39,1.79,0
20050120:0336,972,98,0,72.58,26.7,2.28,0
20050120:0436,980,110,0,76.92,27.55,3.1,0
20050120:0536,939,110,0,70.12,27.8,3.86,0
20050120:0636,851,97,0,58.81,27.48,4.76,0
20050120:0736,678,103,0,46.47,26.58,5.79,0
20050120:0836,494,87,0,33.92,25.42,6,0
20050120:0936,281,73,0,21.45,24.4,5.59,0
20050120:1036,99,37,0,9.29,23.2,4.97,0
20050120:1136,0,0,0,0,21.84,4.76,0
20050120:1236,0,0,0,0,20.84,4.55,0
20050120:1336,0,0,0,0,19.84,4.69,0
20050120:1436,0,0,0,0,18.89,4.76,0
20050120:1536,0,0,0,0,18.12,4.62,0
20050120:1636,0,0,0,0,17.52,4.34,0
20050120:1736,0,0,0,0,16.91,3.86,0
20050120:1836,0,0,0,0,16,4.21,0
20050120:1936,0,0,0,0,15.52,4.07,0
20050120:2036,0,0,0,0,15.09,3.79,0
20050120:2136,0,0,0,0.58,14.82,3.52,1
20050120:2236,0,40,0,12.39,16.08,3.72,0
20050120:2336,304,205,0,24.49,18.34,3.52,0
20050121:0036,517,103,0,37,21.07,2.83,0
20050121:0136,715,104,0,49.53,23.69,2.21,0
20050121:0236,878,97,0,61.71,25.76,2.48,0
20050121:0336,970,98,0,72.37,27.22,2.97,0
20050121:0436,979,110,0,76.71,28.18,3.45,0
20050121:0536,956,98,0,70.01,28.62,4,0
20050121:0636,850,97,0,58.75,28.19,4.9,0
20050121:0736,691,94,0,46.43,27.43,5.52,0
20050121:0836,512,75,0,33.88,26.4,5.59,0
20050121:0936,280,74,0,21.41,25.19,5.17,0
20050121:1036,98,37,0,9.23,23.73,4.41,0
20050121:1136,0,0,0,0,22.44,4.28,0
20050121:1236,0,0,0,0,21.55,4.34,0
20050121:1336,0,0,0,0,20.83,4.28,0
20050121:1436,0,0,0,0,20.12,4.34,0
20050121:1536,0,0,0,0,19.35,4.48,0
20050121:1636,0,0,0,0,18.56,4.48,0
20050121:1736,0,0,0,0,17.85,4.34,0
20050121:1836,0,0,0,0,16.96,4.28,0
20050121:1936,0,0,0,0,16.44,4.21,0
20050121:2036,0,0,0,0,16.05,4.14,0
20050121:2136,0,0,0,0.4,15.91,4.14,1
20050121:2236,61,82,0,12.22,17.21,4.34,0
20050121:2336,524,69,0,24.32,19.71,4.07,0
20050122:0036,575,62,0,36.84,22.84,3.38,0
20050122:0136,726,95,0,49.37,25.85,2.55,0
20050122:0236,876,97,0,61.53,28.19,2,0
20050122:0336,969,97,0,72.15,29.88,2,0
20050122:0436,978,110,0,76.49,31.06,2.55,0
20050122:0536,937,110,0,69.9,31.76,3.24,0
20050122:0636,850,97,0,58.69,31.98,4,0
20050122:0736,690,94,0,46.38,31.77,4.76,0
20050122:0836,492,88,0,33.83,31.03,5.03,0
20050122:0936,280,73,0,21.36,29.99,4.41,0
20050122:1036,83,45,0,9.17,28.48,4.07,0
20050122:1136,0,0,0,0,26.94,4.21,0
20050122:1236,0,0,0,0,25.93,4.41,0
20050122:1336,0,0,0,0,25.21,4.76,0
20050122:1436,0,0,0,0,24.52,5.24,0
20050122:1536,0,0,0,0,23.5,5.24,0
20050122:1636,0,0,0,0,22.45,5.24,0
20050122:1736,0,0,0,0,21.51,5.38,0
20050122:1836,0,0,0,0,20.55,4.76,0
20050122:1936,0,0,0,0,19.95,4.69,0
20050122:2036,0,0,0,0,19.52,4.55,0
20050122:2136,0,0,0,0,19.29,4.41,0
20050122:2236,36,88,0,12.04,20.44,4.34,0
20050122:2336,314,197,0,24.15,23.03,4.55,0
20050123:0036,474,126,0,36.67,25.99,4.14,0
20050123:0136,696,113,0,49.2,28.8,3.38,0
20050123:0236,841,119,0,61.35,31.19,2.41,0
20050123:0336,931,122,0,71.93,33.02,1.86,0
20050123:0436,976,111,0,76.27,34.3,2.07,0
