time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20041231:2336,275.5,219.75,0,27.47,24.99,5.17,1
20050101:0036,482,158,0,40,27.41,4.69,0
20050101:0136,673,160,0,52.64,29.67,4,0
20050101:0236,828,153,0,65.09,31.35,3.31,0
20050101:0336,886,170,0,76.33,32.21,3.03,0
20050101:0436,938,147,0,79.89,32.69,3.03,0
20050101:0536,927,121,0,70.82,32.92,3.38,0
20050101:0636,788,139,0,58.7,33.22,3.59,0
20050101:0736,661,111,0,46.1,31.87,4.9,0
20050101:0836,469,100,0,33.49,29.69,5.17,0
20050101:0936,261,82,0,21.09,26.88,5.45,0
20050101:1036,82,45,0,9.07,24.3,4.9,0
20050101:1136,0,0,0,0,22.55,4.07,0
20050101:1236,0,0,0,0,21.73,3.59,0
20050101:1336,0,0,0,0,21.26,3.93,0
20050101:1436,0,0,0,0,20.72,4.34,0
20050101:1536,0,0,0,0,20.23,4.55,0
20050101:1636,0,0,0,0,19.79,4.41,0
20050101:1736,0,0,0,0,19.38,4.69,0
20050101:1836,0,0,0,0,19.02,5.38,0
20050101:1936,0,0,0,0,18.55,5.45,0
20050101:2036,0,0,0,0,18.17,5.38,0
20050101:2136,0,9,0,3.46,18.06,5.24,0
20050101:2236,0,20,0,15.23,18.49,5.38,0
20050101:2336,3,230,0,27.34,19.38,5.38,0
20050102:0036,18,287,0,39.87,20.55,5.45,0
20050102:0136,672,159,0,52.51,21.77,5.79,0
20050102:0236,779,184,0,64.96,23.44,5.79,0
20050102:0336,476,411,0,76.2,24.8,5.93,0
20050102:0436,938,147,0,79.84,25.37,6.9,0
20050102:0536,927,122,0,70.86,25.3,7.66,0
20050102:0636,835,108,0,58.76,24.81,8,0
20050102:0736,662,111,0,46.16,24.36,7.86,0
20050102:0836,470,100,0,33.55,23.49,7.72,0
20050102:0936,262,82,0,21.14,22.16,7.66,0
20050102:1036,85,44,0,9.11,20.56,6.69,0
20050102:1136,0,0,0,0,19.2,6.34,0
20050102:1236,0,0,0,0,17.99,5.93,0
20050102:1336,0,0,0,0,16.9,5.38,0
20050102:1436,0,0,0,0,16,4.9,0
20050102:1536,0,0,0,0,15.27,4.34,0
20050102:1636,0,0,0,0,14.72,3.93,0
20050102:1736,0,0,0,0,14.23,3.59,0
20050102:1836,0,0,0,0,13.66,3.24,0
20050102:1936,0,0,0,0,13.28,3.17,0
20050102:2036,0,0,0,0,12.95,3.03,0
20050102:2136,0,3,0,3.33,13.05,2.62,0
20050102:2236,0,20,0,15.09,14.81,2.97,0
20050102:2336,0,57,0,27.2,16.67,3.93,0
20050103:0036,202,301,0,39.74,18.38,3.79,0
20050103:0136,657,168,0,52.38,20.23,3.59,0
20050103:0236,826,152,0,64.83,21.99,3.59,0
20050103:0336,938,135,0,76.06,23.59,3.59,0
20050103:0436,974,123,0,79.79,24.92,3.72,0
20050103:0536,927,122,0,70.89,25.73,4.34,0
20050103:0636,836,107,0,58.81,24.9,5.79,0
20050103:0736,676,102,0,46.22,24.16,6.55,0
20050103:0836,490,87,0,33.6,23.02,7.03,0
20050103:0936,263,82,0,21.19,21.82,6.9,0
20050103:1036,85,44,0,9.15,20.75,6,0
20050103:1136,0,0,0,0,19.96,5.17,0
20050103:1236,0,0,0,0,19.52,4.9,0
20050103:1336,0,0,0,0,19.07,4.69,0
20050103:1436,0,0,0,0,18.42,4.34,0
20050103:1536,0,0,0,0,17.61,4.07,0
20050103:1636,0,0,0,0,16.79,3.79,0
20050103:1736,0,0,0,0,16.09,3.66,0
20050103:1836,0,0,0,0,15.12,3.52,0
20050103:1936,0,0,0,0,14.59,3.38,0
20050103:2036,0,0,0,0,14.19,3.24,0
20050103:2136,0,2,0,3.19,14.27,2.97,0
20050103:2236,0,73,0,14.96,16.03,3.38,0
20050103:2336,492,122,0,27.07,18.24,3.38,0
20050104:0036,590,84,0,39.6,20.41,2.55,0
20050104:0136,751,105,0,52.24,22.37,2,0
20050104:0236,841,142,0,64.69,24.03,2.48,0
20050104:0336,955,123,0,75.92,25.34,3.38,0
20050104:0436,992,111,0,79.72,26.08,4,0
20050104:0536,945,110,0,70.92,26.47,4.48,0
20050104:0636,852,97,0,58.86,26.22,5.31,0
20050104:0736,702,86,0,46.27,25.69,6,0
20050104:0836,490,88,0,33.65,25.02,6.14,0
20050104:0936,284,70,0,21.23,24.24,6.14,0
20050104:1036,86,44,0,9.18,23.05,5.31,0
20050104:1136,0,0,0,0,22.09,4.9,0
20050104:1236,0,0,0,0,21.51,4.9,0
20050104:1336,0,0,0,0,20.64,5.1,0
20050104:1436,0,0,0,0,19.54,4.97,0
20050104:1536,0,0,0,0,18.55,4.97,0
20050104:1636,0,0,0,0,17.74,4.97,0
20050104:1736,0,0,0,0,17.04,5.03,0
20050104:1836,0,0,0,0,16.27,4.97,0
20050104:1936,0,0,0,0,15.74,4.83,0
20050104:2036,0,0,0,0,15.32,4.83,0
20050104:2136,0,2,0,3.05,15.29,4.41,0
20050104:2236,0,20,0,14.82,16.52,5.45,0
20050104:2336,81,303,0,26.93,18.59,5.31,0
20050105:0036,393,205,0,39.47,21.06,4.83,0
20050105:0136,721,124,0,52.11,23.43,4.07,0
20050105:0236,856,131,0,64.55,25.47,3.1,0
20050105:0336,973,110,0,75.77,27.11,2,0
20050105:0436,992,111,0,79.64,28.36,0.83,0
20050105:0536,945,110,0,70.94,29.28,0.83,0
20050105:0636,853,97,0,58.9,29.24,2.28,0
20050105:0736,703,85,0,46.31,29.13,3.86,0
20050105:0836,473,99,0,33.7,27.98,4.97,0
20050105:0936,269,80,0,21.27,26.52,4.83,0
20050105:1036,74,51,0,9.21,24.81,3.93,0
20050105:1136,0,0,0,0,23.26,3.52,0
20050105:1236,0,0,0,0,22.51,2.97,0
20050105:1336,0,0,0,0,22.16,3.03,0
20050105:1436,0,0,0,0,22.28,4.41,0
20050105:1536,0,0,0,0,22.04,5.52,0
20050105:1636,0,0,0,0,21.22,6,0
20050105:1736,0,0,0,0,20.24,6.07,0
20050105:1836,0,0,0,0,18.91,6.28,0
20050105:1936,0,0,0,0,18.28,6.34,0
20050105:2036,0,0,0,0,17.94,6.21,0
20050105:2136,0,2,0,2.91,18.01,6.14,0
20050105:2236,0,23,0,14.68,19.53,5.79,0
20050105:2336,517,103,0,26.79,22.52,6,0
20050106:0036,619,61,0,39.33,25.88,5.31,0
20050106:0136,820,56,0,51.97,29.05,4.21,0
20050106:0236,888,109,0,64.41,31.78,2.69,0
20050106:0336,972,110,0,75.62,33.61,1.24,0
20050106:0436,1011,97,0,79.56,35.01,2.28,0
20050106:0536,893,145,0,70.95,35.67,3.45,0
20050106:0636,775,149,0,58.94,34.85,4.83,0
20050106:0736,640,128,0,46.36,33.76,6.21,0
20050106:0836,447,117,0,33.74,31.51,6.83,0
20050106:0936,285,70,0,21.3,28.99,6.41,0
20050106:1036,88,44,0,9.23,26.85,5.24,0
20050106:1136,0,0,0,0,25.3,4.14,0
20050106:1236,0,0,0,0,24.24,3.31,0
20050106:1336,0,0,0,0,23.37,2.55,0
20050106:1436,0,0,0,0,22.52,1.79,0
20050106:1536,0,0,0,0,21.41,2.41,0
20050106:1636,0,0,0,0,20.48,2.97,0
20050106:1736,0,0,0,0,19.69,2.83,0
20050106:1836,0,0,0,0,19.3,2.9,0
20050106:1936,0,0,0,0,18.72,2.9,0
20050106:2036,0,0,0,0,18.27,2.62,0
20050106:2136,0,2,0,2.76,18.23,2.41,0
20050106:2236,0,19,0,14.54,19.75,3.72,0
20050106:2336,0,56,0,26.65,21.43,4,0
20050107:0036,0,116,0,39.19,22.65,4.21,0
