,Date,Energy Output
0,2006-01-12,269.77477526915493
1,2007-08-14,44.62627403646301
2,2009-08-24,43.78312932821351
3,2018-02-19,154.3188693163139
4,2007-01-22,168.54109013757864
5,2012-12-06,183.60300168773708
6,2007-02-27,153.9714220305101
7,2016-12-26,204.62489208876235
8,2016-03-16,133.19127534090572
9,2010-06-27,10.666590503603995
10,2014-02-14,141.06711632482717
11,2011-06-01,16.39800987740563
12,2015-11-26,290.0532847837385
13,2007-04-26,61.86773132134219
14,2011-04-25,43.24983342073784
15,2015-03-01,149.23623155727935
16,2015-07-17,10.447973201999496
17,2010-04-06,64.40405575303546
18,2010-12-17,257.20496831975356
19,2013-02-18,207.63912769107336
20,2010-08-22,60.70470183189024
21,2011-05-13,29.33171018738
22,2007-03-07,168.11225071358416
23,2011-08-31,76.39931488794937
24,2011-04-05,89.68736836812535
25,2018-01-09,229.43318341150325
26,2012-03-15,91.0349062354546
27,2018-02-10,209.00789759911197
28,2010-03-12,165.34782010397896
29,2008-12-27,261.45901541639944
30,2014-09-16,70.75746673592
31,2012-02-29,168.02561609943479
32,2015-09-05,77.12125423724082
33,2008-12-30,167.19631089779259
34,2007-03-08,99.1448201955898
35,2009-11-04,192.4515312579632
36,2008-10-14,194.32372758646946
37,2017-05-26,17.94262121754511
38,2008-09-11,116.69894142146137
39,2018-12-22,269.646350915009
40,2008-12-26,265.0180719147002
41,2006-09-04,67.9733617842086
42,2018-09-17,151.13819632259117
43,2015-11-11,247.24565203877896
44,2018-08-09,30.997501172176406
45,2013-02-21,177.78176650452588
46,2013-12-30,302.9320385328581
47,2015-06-19,10.540178621184815
48,2007-01-01,223.24939888434307
49,2009-08-03,24.661065439572
50,2009-09-26,138.74059355645966
51,2010-08-12,29.00462816883666
52,2008-05-12,31.746805014533805
53,2013-05-09,39.967287182062734
54,2007-08-19,43.41838263236681
55,2006-09-03,37.526360435629655
56,2015-02-24,148.4068951122806
57,2006-12-19,241.89891775672723
58,2007-04-23,60.5439312675817
59,2018-01-22,222.99094607397637
60,2006-01-08,280.7985571017361
61,2014-01-06,213.02035985126798
62,2017-01-26,150.57491280863016
63,2006-10-08,188.98517686938175
64,2012-10-28,265.29755872134194
65,2008-02-27,169.6649286385289
66,2008-02-06,132.16471652622553
67,2011-05-30,18.766479891177248
68,2016-02-20,178.81672198215682
69,2011-09-27,142.42314236744178
70,2015-12-26,38.291382108105196
71,2011-05-18,24.51093298753768
72,2008-02-07,139.5458994459507
73,2007-01-05,204.13353853232414
74,2015-02-25,113.40160850071794
75,2014-12-02,198.24549393061693
76,2008-09-30,198.82448905042793
77,2012-12-27,283.37742048989145
78,2018-01-15,167.98632125309038
79,2014-05-28,15.9898600405017
80,2018-08-13,25.924170796122617
81,2016-11-13,80.80292173920037
82,2007-07-25,17.95965731079484
83,2011-03-01,119.4000737214172
84,2016-04-16,64.24804499018649
85,2013-10-25,284.817828499975
86,2006-12-05,325.9333254722694
87,2014-12-21,308.7486428459954
88,2009-07-12,13.147103081316088
89,2010-03-02,158.29993155210383
90,2013-11-26,320.4715463222144
91,2017-04-29,25.972193532329783
92,2006-09-25,181.51704053695397
93,2013-08-06,28.01841745446428
94,2010-05-03,41.15260881181548
95,2013-10-20,241.38949094489416
96,2012-04-21,52.24471343804725
97,2012-02-07,175.88894905784005
98,2007-05-25,19.673170676484595
99,2011-07-08,7.890193533858589
