time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20041231:2336,460,100.4,0,27.43,25.71,5.66,1
20050101:0036,561,117,0,40.02,27.94,5.1,0
20050101:0136,771,108,0,52.71,30.13,4.34,0
20050101:0236,931,99,0,65.25,31.88,3.03,0
20050101:0336,347,482,0,76.65,32.88,2.14,0
20050101:0436,158,537,0,80.27,33.49,2.14,0
20050101:0536,860,181,0,70.96,33.9,2.48,0
20050101:0636,804,141,0,58.72,34.54,2.48,0
20050101:0736,697,97,0,46.05,33.85,4.14,0
20050101:0836,1,189,0,33.39,31.42,6,0
20050101:0936,239,96,0,20.93,28.36,6.34,0
20050101:1036,49,57,0,8.87,25.5,5.93,0
20050101:1136,0,0,0,0,23.36,5.38,0
20050101:1236,0,0,0,0,22.3,4.97,0
20050101:1336,0,0,0,0,21.57,5.03,0
20050101:1436,0,0,0,0,21.01,5.24,0
20050101:1536,0,0,0,0,20.52,5.17,0
20050101:1636,0,0,0,0,20.13,5.17,0
20050101:1736,0,0,0,0,19.81,5.72,0
20050101:1836,0,0,0,0,19.46,6.07,0
20050101:1936,0,0,0,0,19.21,6.28,0
20050101:2036,0,0,0,0,18.92,6.28,0
20050101:2136,0,3,0,3.32,18.78,6.21,0
20050101:2236,0,20,0,15.14,19.39,6.41,0
20050101:2336,0,57,0,27.3,19.95,6.48,0
20050102:0036,0,213,0,39.89,21.08,6.48,0
20050102:0136,307,373,0,52.58,22.44,6.9,0
20050102:0236,494,366,0,65.12,23.73,7.1,0
20050102:0336,924,161,0,76.52,24.84,7.03,0
20050102:0436,633,352,0,80.23,25.5,7.52,0
20050102:0536,98,507,0,71,25.28,8.48,0
20050102:0636,49,433,0,58.78,24.66,8.83,0
20050102:0736,205,364,0,46.11,24.09,8.83,0
20050102:0836,448,119,0,33.44,23.24,8.97,0
20050102:0936,107,162,0,20.99,21.98,9.03,0
20050102:1036,28,63,0,8.91,20.55,8.41,0
20050102:1136,0,0,0,0,19.54,7.52,0
20050102:1236,0,0,0,0,18.96,6.55,0
20050102:1336,0,0,0,0,18.31,6.34,0
20050102:1436,0,0,0,0,17.53,5.93,0
20050102:1536,0,0,0,0,16.69,5.52,0
20050102:1636,0,0,0,0,15.92,5.03,0
20050102:1736,0,0,0,0,15.25,4.55,0
20050102:1836,0,0,0,0,14.58,4.21,0
20050102:1936,0,0,0,0,14.15,4,0
20050102:2036,0,0,0,0,13.78,3.72,0
20050102:2136,0,2,0,3.19,13.79,3.38,0
20050102:2236,128,82,0,15.01,15.2,4,0
20050102:2336,559,87,0,27.17,16.86,4.48,0
20050103:0036,579,102,0,39.76,18.65,4.07,0
20050103:0136,767,109,0,52.45,20.55,3.72,0
20050103:0236,911,111,0,64.99,22.4,3.72,0
20050103:0336,978,125,0,76.38,24.07,3.86,0
20050103:0436,1015,113,0,80.17,25.42,4.07,0
20050103:0536,966,111,0,71.03,26.3,4.55,0
20050103:0636,885,88,0,58.83,25.44,6.41,0
20050103:0736,699,97,0,46.17,24.54,7.24,0
20050103:0836,502,85,0,33.5,23.37,7.72,0
20050103:0936,265,82,0,21.04,21.9,7.72,0
20050103:1036,83,41,0,8.95,20.44,6.9,0
20050103:1136,0,0,0,0,19.51,5.86,0
20050103:1236,0,0,0,0,19.16,5.24,0
20050103:1336,0,0,0,0,19.05,4.9,0
20050103:1436,0,0,0,0,18.83,4.48,0
