time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050102:1836,0,0,0,0,13.96,3.45,0
20050102:1936,0,0,0,0,13.58,3.45,0
20050102:2036,0,0,0,0,13.27,3.31,0
20050102:2136,0,3,0,3.37,13.37,2.9,0
20050102:2236,0,20,0,15.1,15.19,2.97,0
20050102:2336,0,56,0,27.19,16.96,3.86,0
20050103:0036,144,318,0,39.69,18.52,3.86,0
20050103:0136,488,269,0,52.3,20.21,3.72,0
20050103:0236,857,132,0,64.71,21.81,3.72,0
20050103:0336,955,123,0,75.87,23.29,3.86,0
20050103:0436,992,111,0,79.6,24.48,4.21,0
20050103:0536,945,110,0,70.85,25.13,5.03,0
20050103:0636,852,97,0,58.84,24.3,6.34,0
20050103:0736,689,94,0,46.28,23.58,7.24,0
20050103:0836,472,100,0,33.69,22.52,7.72,0
20050103:0936,258,86,0,21.3,21.7,7.52,0
20050103:1036,86,45,0,9.29,20.96,6.69,0
20050103:1136,0,0,0,0,20.22,6.21,0
20050103:1236,0,0,0,0,19.68,5.93,0
20050103:1336,0,0,0,0,19,5.59,0
20050103:1436,0,0,0,0,18.15,5.03,0
20050103:1536,0,0,0,0,17.31,4.55,0
20050103:1636,0,0,0,0,16.56,4.21,0
20050103:1736,0,0,0,0,15.94,4.07,0
20050103:1836,0,0,0,0,15.11,3.79,0
20050103:1936,0,0,0,0,14.61,3.66,0
20050103:2036,0,0,0,0,14.22,3.52,0
20050103:2136,0,2,0,3.23,14.33,3.17,0
20050103:2236,0,23,0,14.97,16.14,3.38,0
20050103:2336,410,172,0,27.05,18.15,3.52,0
20050104:0036,589,84,0,39.56,20.15,2.69,0
20050104:0136,694,142,0,52.16,21.98,2.41,0
20050104:0236,873,120,0,64.57,23.45,2.9,0
20050104:0336,973,110,0,75.73,24.59,3.79,0
20050104:0436,992,110,0,79.54,25.39,4.34,0
20050104:0536,945,110,0,70.88,25.85,5.03,0
20050104:0636,868,86,0,58.88,25.64,6,0
20050104:0736,689,95,0,46.33,25.3,6.62,0
20050104:0836,491,88,0,33.74,24.92,6.83,0
20050104:0936,280,73,0,21.34,24.27,6.97,0
20050104:1036,88,44,0,9.32,23.15,6.21,0
20050104:1136,0,0,0,0,22.14,5.93,0
20050104:1236,0,0,0,0,21.27,5.86,0
20050104:1336,0,0,0,0,20.2,5.66,0
20050104:1436,0,0,0,0,19.19,5.45,0
20050104:1536,0,0,0,0,18.31,5.45,0
20050104:1636,0,0,0,0,17.52,5.45,0
20050104:1736,0,0,0,0,16.86,5.45,0
20050104:1836,0,0,0,0,16.14,5.24,0
20050104:1936,0,0,0,0,15.63,5.17,0
20050104:2036,0,0,0,0,15.25,5.1,0
20050104:2136,0,2,0,3.09,15.32,4.69,0
20050104:2236,0,20,0,14.83,16.54,5.59,0
20050104:2336,117,301,0,26.91,18.53,5.45,0
20050105:0036,401,200,0,39.42,20.86,4.97,0
20050105:0136,706,133,0,52.03,23.14,4.14,0
20050105:0236,888,109,0,64.43,25.05,3.03,0
20050105:0336,972,110,0,75.58,26.57,1.79,0
20050105:0436,973,123,0,79.46,27.71,0.9,0
20050105:0536,945,110,0,70.89,28.56,1.66,0
20050105:0636,853,97,0,58.92,28.48,3.03,0
20050105:0736,677,103,0,46.37,28.33,4.41,0
20050105:0836,456,111,0,33.78,27.32,5.59,0
20050105:0936,265,83,0,21.38,25.85,5.52,0
20050105:1036,89,44,0,9.35,24.19,4.41,0
20050105:1136,0,0,0,0,22.86,3.79,0
20050105:1236,0,0,0,0,22.31,3.1,0
20050105:1336,0,0,0,0,22.24,3.45,0
20050105:1436,0,0,0,0,22.48,4.97,0
20050105:1536,0,0,0,0,22.05,5.93,0
20050105:1636,0,0,0,0,21.11,6.34,0
20050105:1736,0,0,0,0,20.08,6.41,0
20050105:1836,0,0,0,0,18.82,6.69,0
20050105:1936,0,0,0,0,18.2,6.69,0
20050105:2036,0,0,0,0,17.91,6.55,0
20050105:2136,0,2,0,2.95,18,6.34,0
20050105:2236,0,20,0,14.69,19.46,6.07,0
20050105:2336,487,122,0,26.77,22.29,6.07,0
20050106:0036,618,61,0,39.28,25.55,5.24,0
20050106:0136,804,66,0,51.89,28.48,3.79,0
20050106:0236,903,98,0,64.29,30.86,2.14,0
20050106:0336,989,98,0,75.43,32.4,1.45,0
20050106:0436,991,111,0,79.37,33.52,2.83,0
20050106:0536,927,122,0,70.9,34.12,3.86,0
20050106:0636,716,187,0,58.96,33.23,5.17,0
20050106:0736,691,94,0,46.42,32.15,6.48,0
20050106:0836,492,88,0,33.82,29.96,7.1,0
20050106:0936,65,175,0,21.41,27.84,6.41,0
20050106:1036,76,51,0,9.37,26.18,5.52,0
20050106:1136,0,0,0,0,24.9,4.41,0
20050106:1236,0,0,0,0,24.06,3.72,0
20050106:1336,0,0,0,0,23.36,2.83,0
20050106:1436,0,0,0,0,22.55,2.14,0
20050106:1536,0,0,0,0,21.45,2.97,0
20050106:1636,0,0,0,0,20.47,3.38,0
20050106:1736,0,0,0,0,19.75,3.59,0
20050106:1836,0,0,0,0,19.38,3.72,0
20050106:1936,0,0,0,0,18.82,3.66,0
20050106:2036,0,0,0,0,18.42,3.38,0
20050106:2136,0,2,0,2.8,18.4,3.1,0
20050106:2236,0,19,0,14.55,19.74,4.07,0
20050106:2336,0,56,0,26.63,21.36,4.34,0
20050107:0036,0,112,0,39.14,22.32,4.28,0
20050107:0136,46,387,0,51.75,23.15,4.21,0
20050107:0236,91,470,0,64.14,23.96,4.69,0
20050107:0336,306,482,0,75.27,24.34,5.38,0
20050107:0436,615,346,0,79.28,24.26,5.72,0
20050107:0536,316,465,0,70.91,24.15,5.72,0
20050107:0636,776,149,0,58.99,24.22,5.52,0
20050107:0736,666,111,0,46.45,23.83,5.45,0
20050107:0836,484,94,0,33.86,23.14,5.59,0
20050107:0936,266,83,0,21.44,22.11,5.59,0
20050107:1036,89,45,0,9.39,20.91,5.03,0
20050107:1136,0,0,0,0,19.87,4.34,0
20050107:1236,0,0,0,0,19.34,4.07,0
20050107:1336,0,0,0,0,18.96,3.93,0
20050107:1436,0,0,0,0,18.5,3.93,0
20050107:1536,0,0,0,0,17.95,4,0
20050107:1636,0,0,0,0,17.35,3.93,0
20050107:1736,0,0,0,0,16.82,3.79,0
20050107:1836,0,0,0,0,16.42,3.66,0
20050107:1936,0,0,0,0,16.12,3.66,0
20050107:2036,0,0,0,0,15.92,3.52,0
20050107:2136,0,2,0,2.65,15.94,3.38,0
20050107:2236,0,19,0,14.4,17.3,3.86,0
20050107:2336,56,296,0,26.49,19.3,3.45,0
20050108:0036,414,188,0,39,21.6,2.83,0
20050108:0136,742,106,0,51.61,23.83,2.28,0
20050108:0236,884,109,0,64,25.84,2.07,0
20050108:0336,969,111,0,75.11,27.44,2.55,0
20050108:0436,990,111,0,79.17,28.47,3.59,0
20050108:0536,945,110,0,70.91,28.61,5.03,0
20050108:0636,854,97,0,59.02,28.34,5.72,0
20050108:0736,692,94,0,46.48,26.87,6.76,0
20050108:0836,466,106,0,33.89,25.63,6.41,0
20050108:0936,0,88,0,21.47,24.47,5.45,0
20050108:1036,0,35,0,9.4,23.27,4.14,0
20050108:1136,0,0,0,0,22.54,3.24,0
20050108:1236,0,0,0,0,22,3.1,0
20050108:1336,0,0,0,0,21.69,2.83,0
20050108:1436,0,0,0,0,21.14,2.28,0
20050108:1536,0,0,0,0,20.55,1.66,0
20050108:1636,0,0,0,0,20.58,0.55,0
20050108:1736,0,0,0,0,19.62,1.31,0
20050108:1836,0,0,0,0,19.63,1.38,0
20050108:1936,0,0,0,0,18.28,2.48,0
20050108:2036,0,0,0,0,18.47,2.83,0
20050108:2136,1,0,0,2.5,18.97,2.9,1
20050108:2236,0,19,0,14.25,21.61,2.55,0
20050108:2336,410,164,0,26.34,24.35,2.76,0
20050109:0036,515,125,0,38.86,26.04,2.9,0
20050109:0136,699,133,0,51.47,27.15,3.24,0
20050109:0236,573,303,0,63.85,27.62,3.86,0
20050109:0336,845,192,0,74.95,27.72,4.07,0
20050109:0436,881,183,0,79.06,27.75,4.41,0
20050109:0536,700,267,0,70.9,27.24,5.52,0
20050109:0636,732,177,0,59.04,26.54,6.9,0
20050109:0736,0,135,0,46.51,24.79,7.38,0
20050109:0836,37,271,0,33.91,23.39,7.38,0
20050109:0936,0,107,0,21.48,21.96,6.9,0
20050109:1036,16,69,0,9.41,20.68,6.28,0
20050109:1136,0,0,0,0,19.59,6,0
20050109:1236,0,0,0,0,18.96,5.79,0
20050109:1336,0,0,0,0,18.49,5.59,0
20050109:1436,0,0,0,0,18.11,5.79,0
20050109:1536,0,0,0,0,17.57,5.31,0
20050109:1636,0,0,0,0,17.23,4.9,0
20050109:1736,0,0,0,0,16.79,4.69,0
20050109:1836,0,0,0,0,16.44,4.83,0
20050109:1936,0,0,0,0,16.19,4.62,0
20050109:2036,0,0,0,0,15.94,4.21,0
20050109:2136,1,0,0,2.34,15.92,3.66,1
20050109:2236,0,19,0,14.1,17.1,3.59,0
20050109:2336,2,214,0,26.19,18.56,4,0
20050110:0036,131,312,0,38.72,20.05,3.93,0
20050110:0136,547,227,0,51.32,21.42,3.52,0
20050110:0236,269,448,0,63.69,22.67,3.24,0
20050110:0336,795,223,0,74.78,23.64,4,0
20050110:0436,989,111,0,78.94,23.86,5.72,0
20050110:0536,963,98,0,70.88,23.13,6.69,0
20050110:0636,854,97,0,59.05,22.27,6.83,0
20050110:0736,680,103,0,46.53,21.6,6.62,0
20050110:0836,485,94,0,33.94,20.67,6.76,0
20050110:0936,283,73,0,21.5,19.68,5.86,0
20050110:1036,92,43,0,9.41,18.48,5.79,0
20050110:1136,0,0,0,0,17.5,5.45,0
20050110:1236,0,0,0,0,17.03,4.55,0
20050110:1336,0,0,0,0,16.71,3.93,0
20050110:1436,0,0,0,0,16.53,3.72,0
20050110:1536,0,0,0,0,16.56,3.79,0
20050110:1636,0,0,0,0,16.78,3.72,0
20050110:1736,0,0,0,0,16.83,3.72,0
20050110:1836,0,0,0,0,17.44,4,0
20050110:1936,0,0,0,0,17.74,4,0
20050110:2036,0,0,0,0,17.46,3.31,0
20050110:2136,0,0,0,2.18,17.14,2.76,1
20050110:2236,0,18,0,13.95,18.45,3.52,0
20050110:2336,5,230,0,26.04,19.75,4.34,0
20050111:0036,98,315,0,38.57,20.93,4.48,0
20050111:0136,417,299,0,51.17,22.18,4.41,0
20050111:0236,830,142,0,63.54,23.67,4.34,0
20050111:0336,948,123,0,74.61,25,4.41,0
20050111:0436,989,110,0,78.81,26,4.69,0
20050111:0536,927,122,0,70.86,26.5,5.1,0
20050111:0636,854,97,0,59.06,26.3,5.79,0
20050111:0736,680,103,0,46.55,25.32,6.76,0
20050111:0836,486,94,0,33.95,23.81,7.24,0
20050111:0936,267,84,0,21.51,22.3,7.03,0
20050111:1036,92,43,0,9.41,21.01,6.07,0
20050111:1136,0,0,0,0,20.03,5.24,0
20050111:1236,0,0,0,0,19.52,4.9,0
20050111:1336,0,0,0,0,19.05,4.69,0
20050111:1436,0,0,0,0,18.45,4.07,0
20050111:1536,0,0,0,0,17.8,3.72,0
20050111:1636,0,0,0,0,17.17,3.72,0
20050111:1736,0,0,0,0,16.57,3.38,0
20050111:1836,0,0,0,0,16.04,3.24,0
20050111:1936,0,0,0,0,15.5,3.1,0
20050111:2036,0,0,0,0,15.03,2.9,0
20050111:2136,0,0,0,2.02,14.83,2.62,1
20050111:2236,69,96,0,13.79,17.33,2.14,0
20050111:2336,572,56,0,25.89,20.62,1.93,0
20050112:0036,625,47,0,38.42,23.65,1.59,0
20050112:0136,791,67,0,51.02,26.05,1.52,0
20050112:0236,911,86,0,63.38,27.71,1.79,0
20050112:0336,1002,85,0,74.43,28.75,3.24,0
20050112:0436,988,111,0,78.67,28.78,4.97,0
20050112:0536,962,98,0,70.83,27.97,6.07,0
20050112:0636,887,75,0,59.07,26.54,6.28,0
20050112:0736,680,103,0,46.56,25.91,6.41,0
20050112:0836,523,69,0,33.96,24.97,6.34,0
20050112:0936,305,59,0,21.51,23.76,5.79,0
20050112:1036,90,44,0,9.4,22.13,4.97,0
20050112:1136,0,0,0,0,20.65,4.48,0
20050112:1236,0,0,0,0,19.76,4.07,0
20050112:1336,0,0,0,0,19.12,3.79,0
20050112:1436,0,0,0,0,18.53,4,0
20050112:1536,0,0,0,0,18,4.21,0
20050112:1636,0,0,0,0,17.49,4.28,0
20050112:1736,0,0,0,0,17.02,4.62,0
20050112:1836,0,0,0,0,16.85,4.62,0
20050112:1936,0,0,0,0,16.86,4.55,0
20050112:2036,0,0,0,0,17.16,4.48,0
20050112:2136,0,0,0,1.86,17.61,4.48,1
20050112:2236,0,18,0,13.64,18.77,5.1,0
20050112:2336,0,54,0,25.74,19.92,6,0
20050113:0036,134,308,0,38.27,20.71,6.14,0
20050113:0136,185,394,0,50.87,21.59,6.62,0
20050113:0236,531,323,0,63.22,22.88,6.76,0
20050113:0336,875,170,0,74.25,24.12,6.83,0
20050113:0436,656,320,0,78.53,24.71,6.83,0
20050113:0536,909,133,0,70.79,25.7,6.83,0
20050113:0636,807,129,0,59.06,26.11,7.24,0
20050113:0736,642,128,0,46.57,26.01,7.45,0
20050113:0836,486,94,0,33.97,25.41,7.45,0
20050113:0936,267,84,0,21.51,24.27,7.31,0
20050113:1036,77,51,0,9.38,22.57,6.69,0
20050113:1136,0,0,0,0,20.77,6.69,0
20050113:1236,0,0,0,0,19.22,6.69,0
20050113:1336,0,0,0,0,17.89,6.62,0
20050113:1436,0,0,0,0,16.72,6.48,0
20050113:1536,0,0,0,0,15.73,6.21,0
20050113:1636,0,0,0,0,14.93,6,0
20050113:1736,0,0,0,0,14.3,5.79,0
20050113:1836,0,0,0,0,13.58,5.38,0
20050113:1936,0,0,0,0,13.24,5.1,0
20050113:2036,0,0,0,0,12.95,4.9,0
20050113:2136,0,0,0,1.69,12.94,4.55,1
20050113:2236,0,18,0,13.48,14.12,4.83,0
20050113:2336,77,293,0,25.58,15.92,5.79,0
20050114:0036,386,196,0,38.12,17.88,5.59,0
20050114:0136,663,149,0,50.72,19.92,5.1,0
20050114:0236,858,120,0,63.06,21.88,4.69,0
20050114:0336,963,110,0,74.06,23.67,4.48,0
20050114:0436,968,123,0,78.37,25.21,4.55,0
20050114:0536,944,110,0,70.74,26.4,4.76,0
20050114:0636,854,97,0,59.06,26.87,5.17,0
20050114:0736,667,112,0,46.57,27.16,5.45,0
20050114:0836,486,94,0,33.97,26.86,5.59,0
20050114:0936,267,84,0,21.5,26.21,5.52,0
20050114:1036,89,45,0,9.37,24.9,5.24,0
20050114:1136,0,0,0,0,23.12,5.59,0
20050114:1236,0,0,0,0,21.7,5.93,0
20050114:1336,0,0,0,0,20.37,5.93,0
20050114:1436,0,0,0,0,19.07,5.93,0
20050114:1536,0,0,0,0,17.95,5.93,0
20050114:1636,0,0,0,0,17.04,5.66,0
20050114:1736,0,0,0,0,16.34,5.38,0
20050114:1836,0,0,0,0,15.21,4.9,0
20050114:1936,0,0,0,0,14.69,4.69,0
20050114:2036,0,0,0,0,14.24,4.41,0
20050114:2136,0,0,0,1.52,14.08,4.34,1
20050114:2236,0,17,0,13.32,15.34,4.62,0
20050114:2336,234,250,0,25.43,17.25,5.38,0
20050115:0036,473,142,0,37.97,19.19,5.17,0
20050115:0136,715,114,0,50.57,21.23,4.69,0
20050115:0236,889,98,0,62.9,23.19,4.48,0
20050115:0336,961,111,0,73.87,24.9,4.55,0
20050115:0436,986,110,0,78.21,26.32,4.55,0
20050115:0536,943,110,0,70.69,27.39,4.55,0
20050115:0636,822,119,0,59.04,28.24,4.41,0
20050115:0736,680,103,0,46.57,28.48,4.48,0
20050115:0836,504,82,0,33.96,28.32,4.48,0
20050115:0936,283,73,0,21.49,27.77,4.41,0
20050115:1036,89,44,0,9.34,26.42,4.14,0
20050115:1136,0,0,0,0,24.96,4.83,0
20050115:1236,0,0,0,0,23.66,5.72,0
20050115:1336,0,0,0,0,22.07,6.62,0
20050115:1436,0,0,0,0,20.35,6.69,0
20050115:1536,0,0,0,0,18.94,6.69,0
20050115:1636,0,0,0,0,17.86,6.62,0
20050115:1736,0,0,0,0,16.99,6.55,0
20050115:1836,0,0,0,0,15.84,6.48,0
20050115:1936,0,0,0,0,15.32,6.34,0
20050115:2036,0,0,0,0,14.97,6.28,0
20050115:2136,0,0,0,1.35,14.94,6.41,1
20050115:2236,0,17,0,13.16,16.08,6.48,0
20050115:2336,291,220,0,25.27,18.29,6.76,0
20050116:0036,510,116,0,37.81,21.1,6.34,0
20050116:0136,740,95,0,50.41,23.84,5.59,0
20050116:0236,888,97,0,62.73,26.32,4.69,0
20050116:0336,960,110,0,73.68,28.33,3.86,0
20050116:0436,985,110,0,78.04,29.71,2.97,0
20050116:0536,925,122,0,70.63,30.58,2.48,0
20050116:0636,854,97,0,59.02,31.18,2.97,0
20050116:0736,536,195,0,46.56,31.48,3.03,0
20050116:0836,330,189,0,33.95,31.32,2.9,0
20050116:0936,192,127,0,21.47,30.75,2.41,0
20050116:1036,27,69,0,9.31,29.35,2.07,0
20050116:1136,0,0,0,0,27.39,2.69,0
20050116:1236,0,0,0,0,25.76,3.17,0
20050116:1336,0,0,0,0,24.68,3.72,0
20050116:1436,0,0,0,0,23.82,4.14,0
20050116:1536,0,0,0,0,23.16,4.69,0
20050116:1636,0,0,0,0,22.53,5.38,0
20050116:1736,0,0,0,0,21.98,5.79,0
20050116:1836,0,0,0,0,21.31,5.93,0
20050116:1936,0,0,0,0,21.19,5.66,0
20050116:2036,0,0,0,0,21.29,5.52,0
20050116:2136,0,0,0,1.18,21.49,5.45,1
20050116:2236,0,18,0,12.99,23.07,5.38,0
20050116:2336,45,281,0,25.11,25.69,5.31,0
20050117:0036,154,298,0,37.66,28.38,5.38,0
20050117:0136,287,354,0,50.25,30.86,4.69,0
20050117:0236,414,380,0,62.56,33.06,3.93,0
20050117:0336,582,345,0,73.48,34.71,3.1,0
20050117:0436,668,311,0,77.86,35.59,2.48,0
20050117:0536,728,248,0,70.56,35.85,2.62,0
20050117:0636,731,178,0,59,35.52,2.21,0
20050117:0736,617,144,0,46.55,34.31,4.21,0
20050117:0836,450,117,0,33.94,31.32,4.34,0
20050117:0936,205,119,0,21.45,29.09,3.52,0
20050117:1036,0,21,0,9.28,27.38,2.62,0
20050117:1136,0,0,0,0,25.4,2.97,0
20050117:1236,0,0,0,0,23.76,2.69,0
20050117:1336,0,0,0,0,22.88,2.28,0
20050117:1436,0,0,0,0,22.45,2.28,0
20050117:1536,0,0,0,0,21.78,2.48,0
20050117:1636,0,0,0,0,20.88,3.17,0
20050117:1736,0,0,0,0,20.03,3.59,0
20050117:1836,0,0,0,0,19.69,4.62,0
20050117:1936,0,0,0,0,18.9,5.1,0
20050117:2036,0,0,0,0,18.28,5.24,0
20050117:2136,0,0,0,1,17.78,4.97,1
20050117:2236,31.95,24.95,0,12.83,18.61,5.86,1
20050117:2336,0,169,0,24.95,19.78,6,0
20050118:0036,179,289,0,37.5,21.29,6.07,0
20050118:0136,569,203,0,50.1,22.85,6,0
20050118:0236,851,120,0,62.39,24.5,5.72,0
20050118:0336,958,110,0,73.28,25.8,6.07,0
20050118:0436,964,123,0,77.67,26.81,6.34,0
20050118:0536,941,110,0,70.48,27.4,6.97,0
20050118:0636,853,97,0,58.96,27.52,7.38,0
20050118:0736,679,104,0,46.53,27.37,7.38,0
20050118:0836,485,94,0,33.92,26.76,7.45,0
20050118:0936,282,73,0,21.42,25.53,7.17,0
20050118:1036,86,45,0,9.24,23.85,6.14,0
20050118:1136,0,0,0,0,22.12,5.79,0
20050118:1236,0,0,0,0,20.73,5.79,0
20050118:1336,0,0,0,0,19.38,5.72,0
20050118:1436,0,0,0,0,18.06,5.31,0
20050118:1536,0,0,0,0,16.89,5.24,0
20050118:1636,0,0,0,0,15.84,5.24,0
20050118:1736,0,0,0,0,14.98,5.03,0
20050118:1836,0,0,0,0,13.99,5.1,0
20050118:1936,0,0,0,0,13.33,5.03,0
20050118:2036,0,0,0,0,12.88,5.03,0
20050118:2136,0,0,0,0.83,12.72,4.9,1
20050118:2236,0,21,0,12.66,13.79,5.66,0
20050118:2336,351,183,0,24.79,15.59,5.72,0
20050119:0036,512,110,0,37.34,17.9,5.31,0
20050119:0136,747,86,0,49.94,20.29,4.76,0
20050119:0236,899,86,0,62.22,22.56,4.07,0
20050119:0336,956,110,0,73.07,24.54,3.38,0
20050119:0436,982,110,0,77.48,26.18,2.9,0
20050119:0536,941,110,0,70.4,27.32,3.1,0
20050119:0636,852,97,0,58.93,27.44,4,0
20050119:0736,692,94,0,46.5,27.69,4.34,0
20050119:0836,503,82,0,33.89,27.54,4.41,0
20050119:0936,281,74,0,21.39,26.84,4.28,0
20050119:1036,86,44,0,9.19,25.27,3.66,0
20050119:1136,0,0,0,0,23.37,3.45,0
20050119:1236,0,0,0,0,22.19,3.31,0
20050119:1336,0,0,0,0,21.25,3.31,0
20050119:1436,0,0,0,0,20.46,3.59,0
20050119:1536,0,0,0,0,19.82,3.93,0
20050119:1636,0,0,0,0,19.23,4.28,0
20050119:1736,0,0,0,0,18.45,4.28,0
20050119:1836,0,0,0,0,17.21,4.07,0
20050119:1936,0,0,0,0,16.41,3.93,0
20050119:2036,0,0,0,0,15.79,3.72,0
20050119:2136,0,0,0,0.65,15.44,3.45,1
20050119:2236,58,87,0,12.49,16.79,3.45,0
20050119:2336,483,100,0,24.63,19.14,3.17,0
20050120:0036,550,83,0,37.18,21.81,2.34,0
20050120:0136,745,86,0,49.77,24.2,1.52,0
20050120:0236,880,98,0,62.04,25.92,1.93,0
20050120:0336,973,97,0,72.86,27.14,2.9,0
20050120:0436,981,110,0,77.28,27.9,3.79,0
20050120:0536,940,110,0,70.31,28.11,4.62,0
20050120:0636,852,97,0,58.88,27.69,5.66,0
20050120:0736,679,103,0,46.47,26.54,6.9,0
20050120:0836,466,106,0,33.86,24.89,7.31,0
20050120:0936,281,73,0,21.35,23.56,6.69,0
20050120:1036,85,44,0,9.14,22.38,5.45,0
20050120:1136,0,0,0,0,21.49,5.31,0
20050120:1236,0,0,0,0,20.96,5.03,0
20050120:1336,0,0,0,0,20.39,4.9,0
20050120:1436,0,0,0,0,19.81,5.17,0
20050120:1536,0,0,0,0,19.29,5.1,0
20050120:1636,0,0,0,0,18.78,4.9,0
20050120:1736,0,0,0,0,18.17,4.41,0
20050120:1836,0,0,0,0,17.13,4.55,0
20050120:1936,0,0,0,0,16.52,4.55,0
20050120:2036,0,0,0,0,16.03,4.41,0
20050120:2136,0,0,0,0.47,15.73,4.07,1
20050120:2236,0,26,0,12.32,16.88,4.21,0
20050120:2336,264,226,0,24.46,19.11,3.93,0
20050121:0036,469,133,0,37.02,21.83,2.97,0
20050121:0136,702,113,0,49.61,24.36,2.14,0
20050121:0236,862,108,0,61.87,26.36,2.69,0
20050121:0336,953,110,0,72.65,27.71,3.86,0
20050121:0436,980,110,0,77.07,28.48,4.62,0
20050121:0536,921,122,0,70.2,28.82,5.31,0
20050121:0636,851,97,0,58.83,28.16,6.14,0
20050121:0736,678,103,0,46.43,27.16,6.76,0
20050121:0836,493,88,0,33.83,25.86,6.83,0
20050121:0936,280,73,0,21.31,24.49,6.34,0
20050121:1036,83,45,0,9.09,22.99,5.17,0
20050121:1136,0,0,0,0,21.9,4.76,0
20050121:1236,0,0,0,0,21.36,4.48,0
20050121:1336,0,0,0,0,20.96,4.41,0
20050121:1436,0,0,0,0,20.71,4.41,0
20050121:1536,0,0,0,0,20.42,4.62,0
20050121:1636,0,0,0,0,19.85,4.76,0
20050121:1736,0,0,0,0,19.08,4.69,0
20050121:1836,0,0,0,0,18.08,4.76,0
20050121:1936,0,0,0,0,17.45,4.76,0
20050121:2036,0,0,0,0,17,4.83,0
20050121:2136,0,0,0,0.28,16.81,4.83,1
20050121:2236,84,72,0,12.15,18.08,4.83,0
20050121:2336,496,88,0,24.3,20.6,4.55,0
20050122:0036,565,69,0,36.86,23.66,3.79,0
20050122:0136,740,86,0,49.45,26.54,2.69,0
20050122:0236,876,98,0,61.69,28.73,1.93,0
20050122:0336,970,97,0,72.43,30.26,2.41,0
20050122:0436,997,98,0,76.85,31.35,3.31,0
20050122:0536,938,110,0,70.1,31.96,4.41,0
20050122:0636,850,97,0,58.77,31.9,5.66,0
20050122:0736,677,103,0,46.39,31.27,6.48,0
20050122:0836,492,88,0,33.78,30.02,6.62,0
20050122:0936,279,73,0,21.26,28.71,5.86,0
20050122:1036,82,45,0,9.03,27.4,5.17,0
20050122:1136,0,0,0,0,26.36,4.69,0
20050122:1236,0,0,0,0,25.88,4.55,0
20050122:1336,0,0,0,0,25.55,4.55,0
20050122:1436,0,0,0,0,25.31,4.97,0
20050122:1536,0,0,0,0,24.69,5.59,0
20050122:1636,0,0,0,0,23.63,6,0
20050122:1736,0,0,0,0,22.66,6.28,0
20050122:1836,0,0,0,0,21.7,5.72,0
20050122:1936,0,0,0,0,21.09,5.52,0
20050122:2036,0,0,0,0,20.64,5.24,0
20050122:2136,0,0,0,0,20.42,5.24,0
20050122:2236,33,88,0,11.97,21.54,4.97,0
20050122:2336,321,193,0,24.13,23.94,5.31,0
20050123:0036,464,133,0,36.7,26.75,4.83,0
20050123:0136,697,113,0,49.28,29.57,3.72,0
20050123:0236,858,108,0,61.51,31.88,2.41,0
20050123:0336,950,110,0,72.21,33.52,1.93,0
