,Date,Energy Output
0,2006-12-01,1128.9186151344084
1,2006-12-02,1170.9362648341355
2,2006-12-03,1037.3375247832596
3,2006-12-04,1078.0915747831789
4,2006-12-05,1103.467526236476
5,2006-12-06,1042.153512463963
6,2006-12-07,1365.4783334433632
7,2006-12-08,1254.200196025376
8,2006-12-09,1100.6702423949375
9,2006-12-10,1085.324502651536
10,2006-12-11,1435.7231241404188
11,2006-12-12,1108.2177607500496
12,2006-12-13,1290.0282368562748
13,2006-12-14,1010.9742827820846
14,2006-12-15,990.3268350948723
15,2006-12-16,1228.1525771042802
16,2006-12-17,1289.4433681211099
17,2006-12-18,1267.1383807646955
18,2006-12-19,1227.4685134583062
19,2006-12-20,1353.596161594185
20,2006-12-21,1041.1265301706837
21,2006-12-22,984.7881650207662
22,2006-12-23,994.5400818783215
23,2006-12-24,998.4825413361973
24,2006-12-25,1003.1067501222744
25,2006-12-26,1035.7558634911961
26,2006-12-27,1011.538410330925
27,2006-12-28,1283.9371937851354
28,2006-12-29,1125.2260514139764
29,2006-12-30,976.5302348805732
30,2006-12-31,985.7392731712407
31,2007-12-01,1417.7132793885025
32,2007-12-02,1351.0274112836553
33,2007-12-03,1349.1107688966056
34,2007-12-04,1286.7230625124942
35,2007-12-05,1250.626900724132
36,2007-12-06,1498.605175471738
37,2007-12-07,1455.5006532785112
38,2007-12-08,1148.5554183580753
39,2007-12-09,1126.306668910999
40,2007-12-10,1084.8344664935253
41,2007-12-11,1359.8122099906252
42,2007-12-12,1463.9864566739711
43,2007-12-13,1450.0533053833979
44,2007-12-14,1332.634043084599
45,2007-12-15,1242.5301108887631
46,2007-12-16,1199.077058470751
47,2007-12-17,1470.1529483071747
48,2007-12-18,1409.324170590078
49,2007-12-19,1324.1852645323133
50,2007-12-20,1170.690147181793
51,2007-12-21,1243.7133427660099
52,2007-12-22,1494.4891189953737
53,2007-12-23,980.2359677121124
54,2007-12-24,978.38148529099
55,2007-12-25,942.9485042875202
56,2007-12-26,974.7179109527591
57,2007-12-27,972.7772899662826
58,2007-12-28,1007.6975265626676
59,2007-12-29,986.3366867792145
60,2007-12-30,997.4490702225062
61,2007-12-31,1003.0918441228746
62,2008-12-01,1144.7080514647926
63,2008-12-02,1128.7993653696922
64,2008-12-03,1550.1208377016426
65,2008-12-04,1501.0092410958005
66,2008-12-05,1429.4177199395951
67,2008-12-06,1177.7226137495225
68,2008-12-07,1091.7077078778498
69,2008-12-08,1494.4672685694914
70,2008-12-09,1229.0803832019542
71,2008-12-10,1184.371732506408
72,2008-12-11,1156.8264986717597
73,2008-12-12,1182.378264390334
74,2008-12-13,1059.1819074795794
75,2008-12-14,1104.6926599367314
76,2008-12-15,1296.5820595520877
77,2008-12-16,1124.985320688157
78,2008-12-17,1053.1021479554536
79,2008-12-18,1013.0177508058539
80,2008-12-19,1036.0023412711787
81,2008-12-20,1459.1854200945531
82,2008-12-21,1408.2420135835805
83,2008-12-22,1069.9350183507577
84,2008-12-23,1268.1978301323252
85,2008-12-24,1090.760918930494
86,2008-12-25,1017.5878130072921
87,2008-12-26,1000.5588685457024
88,2008-12-27,991.7997224468384
89,2008-12-28,984.7475164145992
90,2008-12-29,992.231016022936
91,2008-12-30,960.977254588965
92,2008-12-31,972.5777558531545
93,2009-12-01,1416.421367981989
94,2009-12-02,1290.1208014157796
95,2009-12-03,1086.4028065770585
96,2009-12-04,1077.0759185553388
97,2009-12-05,1072.6049618445154
98,2009-12-06,1300.02619435888
99,2009-12-07,1246.4266621689173
100,2009-12-08,1133.273643653946
101,2009-12-09,1090.0543410218465
102,2009-12-10,1178.5481095998396
103,2009-12-11,1054.4001649121283
104,2009-12-12,1047.2403650051733
105,2009-12-13,1044.2913826154088
106,2009-12-14,1125.448840070852
107,2009-12-15,1361.1043720288517
108,2009-12-16,1361.7839137465462
109,2009-12-17,1054.3934064939153
110,2009-12-18,1022.543031085233
111,2009-12-19,1082.2655183116772
112,2009-12-20,976.3339222905557
113,2009-12-21,996.4288027492678
114,2009-12-22,1065.3619144136899
115,2009-12-23,1044.2257895710848
116,2009-12-24,1020.6575711703299
117,2009-12-25,1268.082263187138
118,2009-12-26,1009.6920695049555
119,2009-12-27,994.7627777697326
120,2009-12-28,1005.711914671583
121,2009-12-29,982.9645090328045
122,2009-12-30,1496.200362798495
123,2009-12-31,1026.9707125277864
124,2010-12-01,1296.7990837117006
125,2010-12-02,1297.8982533026392
126,2010-12-03,1434.5791253362877
127,2010-12-04,1492.4339201595349
128,2010-12-05,1479.1843258060162
129,2010-12-06,1523.96591205734
130,2010-12-07,1415.394858421844
131,2010-12-08,1416.7999841282606
132,2010-12-09,1090.4422468109665
133,2010-12-10,1072.9962081473943
134,2010-12-11,1104.3693371349523
135,2010-12-12,1036.6991426884515
136,2010-12-13,1065.9679877921744
137,2010-12-14,1147.3219078061427
138,2010-12-15,1067.160839616619
139,2010-12-16,1072.3525364354077
140,2010-12-17,1056.093541336519
141,2010-12-18,1054.3401874170831
142,2010-12-19,1276.7592913698084
143,2010-12-20,1278.9957507820031
144,2010-12-21,1251.3476523601923
145,2010-12-22,1394.8755808893761
146,2010-12-23,1409.2759804373031
147,2010-12-24,1022.5316338059777
148,2010-12-25,961.420295374987
149,2010-12-26,963.4520936687686
150,2010-12-27,1024.2379969129042
151,2010-12-28,980.2540922411024
152,2010-12-29,980.5828499676703
153,2010-12-30,992.023163867283
154,2010-12-31,980.9117890228981
155,2011-12-01,1123.4263715063425
156,2011-12-02,1121.9190273828196
157,2011-12-03,1187.2046267644105
