,Date,Energy Output
0,2007-12-17,274.9152032135413
1,2010-01-31,294.04366124151466
2,2015-05-11,296.4681986049737
3,2015-09-18,280.84936548021625
4,2018-03-28,363.3619991908198
5,2016-03-21,298.6500795537663
6,2011-09-04,370.2134140812245
7,2017-08-30,377.844614080847
8,2015-06-30,282.36808665603354
9,2011-10-19,355.1728322523483
10,2008-11-17,236.5680549081348
11,2008-07-29,260.3782742360901
12,2016-05-05,333.1446702131185
13,2014-03-04,286.6463114734365
14,2016-10-23,329.46126595021695
15,2017-12-17,317.2472392481654
16,2007-07-03,302.64616952864134
17,2007-10-26,321.1091926784309
18,2015-07-12,311.1172115454652
19,2008-08-11,370.2030013421732
20,2017-07-15,304.9394120055978
21,2017-03-27,361.57329801089446
22,2018-09-06,339.9808303182369
23,2006-01-13,148.88282574758983
24,2015-11-09,317.54491507419027
25,2009-04-03,282.28775395446416
26,2009-03-05,361.44362051098767
27,2018-05-19,216.10856828837908
28,2012-10-29,342.3460434377679
29,2011-03-08,349.10400157462095
30,2014-11-20,294.5020098143829
31,2006-01-12,288.4493445969992
32,2010-02-28,322.85115951441264
33,2016-11-05,336.38186604458997
34,2018-09-14,372.9879571985831
35,2015-11-26,277.4088376431519
36,2017-09-05,391.76435410276406
37,2018-02-01,273.72927857816717
38,2017-10-22,296.98655799116625
39,2018-07-24,326.42717061241547
40,2018-12-07,277.9676466646343
41,2018-05-05,342.12622498013377
42,2013-04-10,352.0828683439487
43,2014-10-09,322.556433552422
44,2009-03-27,266.4437862969002
45,2016-12-12,257.1238074962864
46,2013-05-07,226.3691478662159
47,2008-10-11,331.7996442373758
48,2014-01-15,259.9908647315742
49,2017-08-17,361.5354811829953
50,2010-01-14,229.91413748905433
51,2006-08-22,361.51138113566424
52,2015-11-30,284.37073146914065
53,2016-03-14,288.63853774852157
54,2016-08-09,333.0837149625428
55,2018-06-25,296.4494219575526
56,2012-09-08,385.52032567852405
57,2018-11-26,281.35140364090415
58,2007-07-01,305.5105033095593
59,2010-07-30,252.75000462247573
60,2012-07-08,279.14917786594515
61,2009-03-29,370.46413721420276
62,2007-12-20,211.4320717175241
63,2016-04-26,337.7010790170001
64,2006-06-05,132.09550283908115
65,2010-12-15,266.870426382683
66,2008-06-25,297.5047345859997
67,2008-04-27,303.1981367847661
68,2012-02-27,212.02297640890083
69,2016-05-18,255.8091681424963
70,2011-08-22,177.4529228868651
71,2014-08-02,335.4342854962932
72,2006-01-16,301.85522311405714
73,2006-06-20,258.9296354411139
74,2006-02-07,334.46976312984566
75,2009-11-16,296.01106946994474
76,2016-02-01,254.2146067485573
77,2009-12-09,293.6930119743805
78,2011-04-07,302.644188579434
79,2009-07-24,291.0518487821071
80,2013-04-20,168.03338512036183
81,2006-12-29,271.00699840494383
82,2008-09-14,277.5872317450336
83,2006-01-07,266.34992698471893
84,2011-09-14,379.03756121027516
85,2011-07-08,314.4967402245155
86,2015-06-11,246.48883235870176
87,2014-09-02,338.864061033385
88,2007-03-22,347.1083606336153
89,2012-04-25,372.064541492542
90,2008-08-16,316.7814489812992
91,2018-01-26,258.31131330059037
92,2008-07-08,268.3099109166545
93,2012-02-25,343.9651267750332
94,2007-12-25,255.3825000467621
95,2018-04-22,292.66199162116493
96,2006-04-19,281.30188190768234
97,2012-03-28,257.44347513914863
98,2007-08-23,197.08228176566791
99,2012-03-11,326.1517476015917
