,January,February,March,April,May,June,July,August,September,October,November,December
0,180.12795283041837,205.3454527515426,239.4235352516081,289.3080234290172,225.83561035751123,154.54675955261095,194.3211606474137,200.95973041293047,263.28353333522995,269.83472270552085,230.97389357842445,194.13576116983313
1,185.46874868967717,237.31997479253948,221.48020985295997,283.34818945075517,265.6149859023951,107.00044558700421,122.84303300185351,250.14881010966968,242.73195655716762,256.3147029781154,233.76327971995312,128.7634732410715
2,182.6208014256861,209.2031878797649,243.11784870740425,275.094753984587,255.4350223956555,200.36404691634993,107.62214861631828,162.9725843745247,288.9567710936705,274.9503854580203,197.38340152434108,217.35705918614258
3,103.52887064591187,239.34605888553938,263.1374076168488,276.87298594010747,258.6144538452498,97.34019836061961,223.8879799687482,171.94743680572833,282.85927677848156,272.68341138432,85.62398882173227,208.97050562760663
4,187.87063034879628,215.95147739326333,256.5152809231521,299.4413607086851,234.87296532623122,121.40490106110008,230.37818461154237,197.41221538856095,203.3773023575952,168.14672331407954,223.6054137463249,233.82009672767146
5,200.70646996413834,252.77956849976184,258.4836088620524,288.91851711551675,259.97100877830604,135.7544648085981,233.4936340795963,220.41949873166766,246.49169045386313,271.6799540069625,178.5618161782854,211.24768987061674
6,198.67715993108067,252.97089267037325,199.6200594079817,288.27057267070165,267.23961885578615,203.94651853244193,229.61860432006995,264.39841886673145,184.01330208777216,266.3208319240219,199.31528383291453,209.09424230911216
7,178.3536317738386,191.45983337918608,275.797459933024,289.71939523655016,254.75080087886806,148.78762808284299,238.12061488637968,142.96443255830258,138.52173436986405,278.1035635470863,250.4004482656536,223.00149975583312
8,200.3480086841565,227.42828815301948,264.3437188599503,261.9641841348415,235.17711275942506,48.02315368046551,235.04701563681152,235.9359857928232,236.70729043752075,212.91211821884033,235.83806739766396,199.46498016067065
9,171.1571320518857,229.48956086120347,244.69410230945687,275.5996834723339,70.90393215815622,111.59607326955171,234.25193879186406,258.3285358978421,221.8365944393198,270.0715772685054,226.6622919272572,196.41044543739758
10,216.21873796873646,221.20822183840704,260.37947287380644,272.4108198665496,152.2155690647526,231.56693525599124,162.99349180228722,246.60034136212454,187.4322102438909,265.01935014634375,201.21015199015173,166.63983312625695
11,112.73293462631801,243.57873444448023,273.2529160713651,240.31876031327465,247.18493617828622,224.391873412607,207.969703142029,253.79284060664452,279.5882350761114,259.6162093492753,196.79614022592978,179.73880854697168
12,180.82748803228907,146.3421997079425,198.7507178751546,258.7242259454106,221.04117755517052,228.98448900790197,89.53394691327665,267.8086132660854,284.435595132397,258.05006154532845,234.4966374224645,221.52443664580588
13,254.49171533195036,194.91913335656875,210.5941145341074,290.3323647123743,129.35413433475927,233.37785349888446,23.363957014511744,236.93696878608478,254.45268314236026,191.55570409409754,228.8363659681937,51.4079439395643
14,226.71214596984808,164.01861529071408,206.95270724713222,280.9127851750244,137.16832042218,226.27804263669992,166.09388230526588,261.15160841377616,281.68588599430063,140.5731877773219,233.6325013630786,212.7101242177108
15,208.81121503708422,216.2778628639398,280.53588655684354,279.4577158899867,243.57142216035044,186.21579901419307,188.80921641670065,264.6449680160214,269.0909731523197,156.8172047928049,243.9772673624261,212.5412512547699
16,96.43917179535218,228.55166272411455,186.22019872028824,142.34907207980189,211.53495144823157,215.71211258219057,167.20390067287786,266.21484363901817,274.4281731855785,197.98553055338743,225.4365915079427,193.3690377693826
17,176.06249386347093,226.51051185324613,252.54034124890245,215.54699144654495,225.6554836584504,159.43068461619225,101.69081040953522,269.4099232792797,275.73693829967624,262.4906840984254,264.40641072346966,203.3791365913397
18,222.2905243262869,167.01682658491788,198.13949547704652,273.44840685663434,209.33247086618883,196.25804524136095,168.2220535622314,275.246670280058,275.8104278844098,196.4367174967905,245.0239883888864,119.04026071293647
19,194.88253915730337,217.9592878985273,187.13115515667985,254.22423316738613,174.59465560368622,147.16639603462167,172.46814988690713,265.3388990022913,281.55269020993717,110.21610200607722,224.90840428141794,190.59346276018476
20,195.6647649834066,252.3722839035869,180.2513762172893,284.98475255959215,190.842713890495,134.4273188618924,181.84718555309374,273.1258504487657,280.2402342345828,232.20725435734641,229.8133086767961,191.00862897511217
21,212.99042391948544,235.2277910001365,213.01653955900338,277.6975728930619,200.77639735935244,192.13678734898483,237.17702100790336,275.13602490027876,277.5919917878127,261.4481510417702,226.4214315671271,171.16374971493377
22,250.91640929761297,241.38675377438727,236.72534937054795,244.33930323769613,217.8182765067979,222.41324797029745,130.64156429607388,182.63276173705273,243.51613927094903,258.14456189623183,227.84282617495114,203.06986228887413
23,163.20292719563554,249.2373781002822,213.85213026755798,182.33595661071325,231.77526882523034,197.38926715763375,214.19598666486843,205.52381787304193,283.32031179711174,226.88171835961418,210.46453771439838,215.05239966934923
24,230.57874628852667,217.82303559328415,277.7913901622213,191.14267809373794,174.08692447051553,194.3539305995838,165.09970102999642,181.11857571693264,144.71598305018003,182.86706938670244,217.81929235735865,196.767347049551
25,200.1744825260204,196.77838752139414,278.50894893232777,216.90976784841115,215.81596853392358,226.43725686768332,212.278053683679,179.487743246079,263.2847826460489,237.7158765729207,231.53582033938306,209.638291968423
26,205.66690391665787,234.60898817433338,244.88407005679187,232.78501921224344,223.6536231169964,222.18264682077793,195.02531228764985,220.87531676551222,268.30207722904584,253.60299836054077,215.6283595263572,194.65021991072734
27,227.9728538476018,225.19405059298447,233.17177540172656,199.74530151944103,203.35023487898854,228.34993018153276,248.29135462138134,173.98565808495772,280.0593646411945,264.2956501182781,229.28502379089295,201.8601309445389
28,205.50862965038706,227.6270437489752,214.22605304381716,207.4051475665531,125.28217440100101,115.55145685102127,255.49227780176398,189.15516448051892,281.16320288029,233.4353640854354,289.1721943663955,216.2967471161298
29,227.76930846091145,212.85410099917243,231.03183542419157,254.9644912354919,205.1543457665669,194.69257365187124,254.2346554873279,228.50983885070897,195.07308654094157,239.77173335275666,203.87098480200805,214.0072214813212
30,173.5656631475757,216.54632769727937,211.807955344926,283.17219010157413,242.39583249045495,148.34051071535578,231.61223047306285,245.1250925888535,277.3085949765935,275.91193700112456,171.83897077732937,203.21954880361565
31,189.0651881282949,232.4403201614095,236.86640696895947,234.80800439980945,263.04290061503093,210.02870734053084,235.25163491443095,224.32953779726617,245.5287726202375,269.43059318266995,233.8938473694326,210.73202631786043
32,203.72476008512928,209.9508252233025,246.70990997995344,215.99678062056478,254.70495450236166,225.28993712262306,229.36045531370996,96.12490202909743,215.26283439826852,272.20031547884304,247.349129231724,231.30793773245296
33,177.43842389462293,250.08325466213546,243.5044450085715,249.261008496014,255.92790849734223,199.32596191583156,215.8052768660735,267.88503212845865,196.3725577793067,280.1556694587067,179.8085475467792,217.09750663600425
34,187.69351770666037,210.8578326155648,138.10068643353964,167.69380543660264,248.09434598958654,140.50719291887486,224.91927049519654,264.70819935677076,198.1780602816321,274.1524011156724,242.7627346596917,210.1772787715806
35,200.25676079533525,218.89093341962035,221.5898143385395,165.72551489919698,251.78281593924626,64.66210866053261,237.03862288171675,267.0039120731817,221.50667819330636,267.2607585535758,218.53865443195312,209.01828503099256
36,206.56533815647026,218.87837233865926,235.25676447451374,236.2600614326365,233.62963336705465,57.30017629576019,228.05999401308364,260.5896289623098,229.64404941133478,271.1616643925818,138.51824862111414,210.30262284889494
37,191.31163491240864,184.80889679422094,246.21381501265532,222.64023010882178,230.58008644710495,24.72592023193502,162.90527747717397,260.7990231205726,211.5307365551921,216.01677922956557,168.32710074397818,222.94206338607154
38,236.2685854208656,183.85099827007383,228.4981995583672,273.43242924099525,186.75404234596522,138.79994219157075,172.6451420433334,245.34427435398158,278.6659300405862,273.66199586800985,230.83629315404457,191.7776550837197
39,192.81412113822853,222.88390553559276,215.01846887800775,275.2327021958929,82.19970110900026,209.7625263493894,150.90744880515498,255.88155949389443,248.13336101260722,220.01279460927645,235.10561122454808,187.6987321389537
40,190.9939581154782,228.10775192918734,274.81106741472627,193.6806105475971,197.89396971329452,210.0766652028001,137.47803450305918,264.8789180197624,245.63265772788597,242.89942774456813,232.7269373685112,107.08499806780952
41,191.53691435669126,225.98744063123488,201.3015010195722,257.1609085111504,239.72620043905476,229.52397262287064,237.84466464054213,256.5178592832934,281.4006504364931,228.7413318106389,228.9616518394698,161.90925992047138
42,224.04559411425467,242.0164891913599,192.05990018632417,268.25707146745344,197.0011589318216,143.40218504911337,210.03490444099913,225.87669825817673,266.59496426329923,273.5439023013838,221.99919404915497,185.91226493442684
43,195.4479446922485,227.67441047657104,271.623962944214,259.74508910059683,238.80838000817752,105.3411909503196,243.49115164575133,189.82724503322166,282.17344722416533,263.5732388928184,222.49114409674073,232.3811098453614
44,200.34581939087946,234.4384303262352,275.8392821998693,244.2295708624639,216.89256415562568,43.20138336526925,239.72644219315953,204.0662921800334,283.13231907334756,260.0156322757873,228.92127948561662,196.51125930037054
45,195.42846531232308,225.8865997816095,243.68305837235272,251.18493569490062,232.71213365758206,114.53770987741966,235.85775267505787,152.04402459405497,288.097745343593,263.2799600724485,227.63722448708612,153.27625320003773
46,196.62743343919325,242.26033065046934,169.24860176849947,268.15715671653527,230.116091308479,95.6292815079792,245.11653932829853,256.690656152111,250.51726262936018,264.493577846045,218.80565329954175,206.38791941709493
47,193.22591819412912,236.5297277058618,170.30124114546453,237.6570303265867,67.27645921273539,107.15340751808803,253.80664526146967,148.25665656922047,282.7227725688337,268.89676757690734,219.03131671799179,232.7252151358084
48,197.1045305787755,242.54127544604427,215.25773748635305,258.68311002248527,249.06004727951907,235.4138617599382,245.22739456551992,139.59788215668274,178.20055616080109,266.5090504262787,220.96814032523122,217.8385069278701
49,191.8188698686991,236.6049001256814,254.25919261690325,265.19087595236823,241.53880716900724,224.35718057953252,172.4343503421805,108.54355771170195,267.0253902374172,260.50898126385556,221.38251175343203,159.3410879945964
50,192.3571114189718,243.6168074387718,222.22704306540996,221.6025234849701,176.36682906925483,228.2257733692648,162.6600134055659,178.91806208778115,265.21864935258486,247.07751975116736,158.67235354044644,199.63153947014743
51,205.74114698603591,172.97136209325978,261.64920986386073,111.38251954989195,251.2658550063377,226.6337510524656,159.72153413554253,164.30469288934265,282.138396901816,242.4017766740777,191.03547881198438,146.65826728520284
52,197.10203950608152,175.6123308563384,271.49503004956637,86.22395980781043,247.34019251534443,164.4262586591839,233.77716837553527,147.77307042862776,274.1533466106839,252.3970771735507,151.9964466493841,215.87534967072196
53,190.9800901665541,192.61266820651866,264.8016507300143,109.21810048790901,240.04024933987387,140.19472873272116,202.56354338821814,187.04782269593272,281.01183344554806,205.22596806668378,214.80153520441624,210.24000307152113
54,195.93274871361186,206.48171838735607,165.3464004353806,248.6897153383804,238.4847978770852,57.211271100538625,230.18098639729453,214.61385302335896,248.87753763355047,177.6989516257963,201.5035884214078,195.06841144281856
55,204.0888847057659,180.11375431038977,196.579837320622,133.40482894929158,238.51782220125645,161.4326670462462,241.1724005466292,269.3900855732986,275.8840230684894,240.25040044671115,110.29429915632451,241.65343222265426
56,220.2628105720599,208.09423816805608,202.15410409009516,190.36788137470728,236.84513638425264,56.322868364699204,183.03007528337832,272.4904303573964,273.47191819794557,216.1588284382733,202.89632484327336,140.2324462416476
57,208.30550205937288,169.5827619106445,282.6053122889233,247.9512113309458,223.9521767577587,222.99043981299226,254.2637849995412,272.8534530262841,287.7723681377629,218.07008435534146,214.6037366943175,190.0481767426926
58,238.32769275965398,69.01203117478946,80.8532347647143,235.5326588605374,227.39391066360605,231.6945794995866,232.72432155332575,259.4418399355334,277.74506421521545,248.55448843205323,228.1193076186571,187.85365832762
59,207.58504766860122,214.53896709613068,291.3203464406798,274.9907285824582,234.7222382334455,121.89142874530344,253.45693618813277,261.6720961888178,282.7826748900848,246.86355368623722,159.0650592852159,189.66706514926838
60,210.76693524748305,209.68688741719166,288.95830469448015,283.80904906073,239.90754621624507,108.93099347334143,246.52430270994003,278.4954124448515,281.23686238179596,245.81001134060938,219.84726148033093,189.45075596819902
61,191.97366767703141,202.67952183072893,268.03535324282336,297.3003656685609,122.08937046385893,80.68931085501377,234.28225519507455,171.40522907087538,181.55798352424569,278.09812493451744,208.84926845591963,238.78661695380532
62,214.51405055422157,184.47129281445922,219.05819831633073,277.5632961070836,251.34213009251857,45.566262536553566,235.15969817707492,265.9639235622923,224.6433247908888,268.74361004005755,181.94843336099188,201.89526473773222
63,215.47805979775896,185.15358267594513,262.9488845464013,280.7732727300656,267.62680937106,91.2489297820022,228.5448855001701,258.47068680675056,49.59008594433314,235.54269082538318,243.63043717782494,202.5418416232123
64,204.68129039705786,215.09209960290528,255.0595782676287,215.27840900046107,263.7100182875514,136.96281754690952,140.06970627940834,204.11064565453773,80.3579550023298,156.18971844310792,258.638030072276,209.1711283546156
65,154.74502761189206,236.01222379803613,228.17673845037132,228.78243709969587,260.17305000322574,210.5311644151734,175.11427260261718,239.48382505334854,273.69213087052015,124.92797799555764,280.1575971610133,202.6835433739645
66,205.2415681220658,205.03777529330318,261.0707780441453,204.63055548854675,243.45179566506567,101.2043687964326,215.92412391153357,182.39015764681736,242.28085526040687,219.40902681742824,119.2093417432326,204.59023884042082
67,198.1422436054773,198.43170527172276,238.43584410622944,209.37509741044323,251.35474737154635,130.70763777206471,203.01399829904753,213.03008555931598,293.42765548360836,277.0853109498014,225.84829953544892,200.65588844199732
68,233.34629708109418,238.05589641592354,263.2064245189161,259.3125750163818,259.06568810355645,152.01956630975513,204.68738199067587,221.86446845617735,233.26267324498653,276.3364045414114,241.50452260082685,208.1324171439972
69,215.57325334258286,239.7505704609834,265.30828119377225,274.95386468326495,249.48383985139816,150.51415044590624,216.07181876425796,254.03012699523993,291.4849873116395,264.0100374438093,239.48702627002493,200.81982306714238
70,206.33784844486266,221.99914047328204,270.5138051011688,265.0741591656562,245.71542427057247,218.82590236964128,216.83428424804654,225.67482104213605,279.78881077162754,272.26144799219986,230.89303497068693,200.48178832946354
71,189.97525301621226,231.66627374174638,266.1775800932777,221.84062355496292,159.70567747643187,211.83750665976456,246.10375301155534,279.94086412510825,272.8856186338471,249.5822130741555,237.5647639292008,125.05579697590298
72,201.74708746741277,211.8736600248815,267.35692818718087,190.53426102437425,192.8454179798288,190.80005498829277,240.033723533022,276.1705191742079,213.7138530310528,240.19501430611913,215.44763235115389,69.46018220564888
73,183.38359002531948,216.82537317592877,254.4013321729273,168.03352641375517,220.16533641433205,163.00529552381192,215.94549370481482,277.62981409387976,281.1496551948772,215.10196746385404,180.00030493857923,200.7142034115786
74,154.59938021175327,247.2929022043487,271.09709258841997,181.07971879572884,225.73142625499443,151.60054226876045,201.10942503496747,278.02792665937795,298.67484831891215,161.6513951326766,152.92645088691145,219.00199662448625
75,240.5062077731148,201.4244976205074,271.8437201041031,145.01826742460287,226.7231813064291,125.04264568744655,231.65185470973796,276.88448850041686,174.07077193965665,169.52050220929283,175.94727754101444,224.83042694798482
