,Time_of_Day,energy_output_mean_Wh,standard deviation,energy_output_med_Wh,standard error
0,Morning,171.16813046444005,107.4703862262085,151.68268568180812,3.400212546440501
1,Lunch,319.01962464784657,75.28246116961586,332.4207596241981,2.381831665302264
2,Afternoon,106.87547777199296,84.63888632744107,83.03506393790812,2.6778558569759188
