,Time_of_Day,energy_output_mean_Wh,standard deviation,energy_output_med_Wh,standard error
0,Morning,614.7202533465945,490.3695711648046,535.5259446264934,15.514606644826612
1,Lunch,1468.3702070075144,352.9966444004194,1528.431499651545,11.168319583548657
2,Afternoon,706.4690570024911,533.8420310297787,590.1440389760676,16.890014407355604
